symbol,signal_date,entry_date,exit_date,entry_layers,layer_entry_dates,layer_entry_prices,layer_weights,total_weight,weighted_entry_price,exit_price,exit_reason,trade_return,return_at_anchor_day,post_anchor_return_contribution,extension_days_after_anchor,entry_capital,exit_capital,hold_calendar_days,hold_trading_days,repair_days,repair_date,ret_5d,close_vs_ma20
518800.SH,2018-11-12,2018-11-13,2018-12-11,1,2018-11-13,2.6760,0.50,0.5,2.6760001182556152,2.746000051498413,max_hold_20d,0.013079209669173752,0.008221164049259544,0.00896862764454398,5,1152354.0290839635,1167425.90904347,28,21,3.0,2018-11-15,-0.0231744989985629,-0.0186860237717689
518800.SH,2019-03-01,2019-03-04,2019-04-01,1,2019-03-04,2.7790,0.50,0.5,2.7790000438690186,2.7660000324249268,anchor_return_break_d20,-0.00233897287493251,0.012234587749060166,-0.008456266749462593,5,1167425.90904347,1164695.3315087238,28,21,5.0,2019-03-08,-0.0246764429451676,-0.0158993861040442
518800.SH,2019-04-16,2019-04-17,2019-04-24,1,2019-04-17,2.7500,0.50,0.5,2.75,2.733999967575073,fail_to_rebound_d5,-0.0029090968045322185,,,0,1164695.3315087238,1161307.120041578,7,6,4.0,2019-04-22,-0.0237054272451572,-0.0189299113864139
518800.SH,2019-09-10,2019-09-11,2019-10-11,1,2019-09-11,3.3680,0.50,0.5,3.368000030517578,3.377000093460083,anchor_return_break_d16,0.0013361138451536414,0.01336106766217271,-0.0053444199859327135,1,1161307.120041578,1162858.758563141,30,17,1.0,2019-09-11,-0.0359660875269158,-0.0177526584668639
518800.SH,2019-11-07,2019-11-08,2019-12-06,1,2019-11-08,3.2370,0.50,0.5,3.236999988555908,3.2909998893737797,max_hold_20d,0.008341041243247305,-0.0009267905441586732,0.008804436515326641,5,1162858.758563141,1172558.2114283876,28,21,1.0,2019-11-08,-0.0312293717611166,-0.0175033905815117
518800.SH,2020-02-28,2020-03-02,2020-03-24,2,2020-03-02|2020-03-18,3.5180|3.3300,0.50|0.40,0.9,3.434444348017375,3.51200008392334,anchor_return_break_d16,0.020323567728113768,-0.0339048352561897,0.0508379194586845,1,1172558.2114283876,1196388.7776535084,22,17,1.0,2020-03-02,-0.0489480732062637,-0.0193607551390274
518800.SH,2020-06-05,2020-06-08,2020-07-03,2,2020-06-08|2021-03-03,3.7380|3.5260,0.50|0.40,0.9,3.6437777413262267,3.872999906539917,anchor_return_break_d17,0.05661705058257314,0.0640056470757655,-0.0009880317856158158,2,1196388.7776535084,1264124.78159434,25,18,1.0,2020-06-08,-0.0349473616149349,-0.0259719866157518
518800.SH,2020-08-24,2020-08-25,2020-09-18,2,2020-08-25|2020-11-24,4.0210|3.7360,0.50|0.40,0.9,3.8943333095974393,4.027999877929688,anchor_return_break_d18,0.0308910157234229,0.039972665091041026,-0.005084382858514029,3,1264124.78159434,1303174.8800989394,24,19,1.0,2020-08-25,-0.0288665233391057,-0.0211739833725221
518800.SH,2020-09-21,2020-09-22,2020-10-27,2,2020-09-22|2020-11-25,3.9660|3.6960,0.50|0.40,0.9,3.8460000885857473,3.921999931335449,anchor_return_break_d19,0.017784674180775607,0.017940684263648254,0.001638058343492177,4,1303174.8800989394,1326351.4207420705,35,20,1.0,2020-09-22,-0.0265731529685223,-0.0205225740289645
518800.SH,2020-11-23,2020-11-24,2020-12-01,2,2020-11-24|2021-03-03,3.7360|3.5260,0.50|0.40,0.9,3.642666710747613,3.5999999046325684,fail_to_rebound_d5,-0.010541761998219934,,,0,1326351.4207420705,1312369.3397386067,7,6,1.0,2020-11-24,-0.0262279440043123,-0.024561098242838
518800.SH,2021-01-08,2021-01-11,2021-02-04,2,2021-01-11|2021-03-03,3.6900|3.5260,0.50|0.40,0.9,3.6171111530727815,3.7109999656677246,anchor_return_break_d18,0.023361165239189498,0.03480370718988057,-0.007962171231703022,3,1312369.3397386067,1343027.8167390863,24,19,1.0,2021-01-11,-0.0311658130901083,-0.023778795512458
518800.SH,2021-02-04,2021-02-05,2021-02-19,1,2021-02-05,3.6420,0.50,0.5,3.641999959945679,3.586999893188477,fail_to_rebound_d5,-0.007550805513740655,,,0,1343027.8167390863,1332886.8748953457,14,6,1.0,2021-02-05,-0.0266608625872463,-0.0316294252920562
518800.SH,2021-02-19,2021-02-22,2021-03-01,1,2021-02-22,3.6240,0.50,0.5,3.624000072479248,3.5420000553131104,fail_to_rebound_d5,-0.011313467925793907,,,0,1332886.8748953457,1317807.3019875055,7,6,1.0,2021-02-22,-0.0269055701293567,-0.0265988555290553
518800.SH,2021-03-01,2021-03-02,2021-03-09,1,2021-03-02,3.5010,0.50,0.5,3.500999927520752,3.486999988555908,fail_to_rebound_d5,-0.001999420059222601,,,0,1317807.3019875055,1315172.4516337216,7,6,2.0,2021-03-03,-0.0466042804270075,-0.0437886535150833
518800.SH,2021-03-30,2021-03-31,2021-04-26,1,2021-03-31,3.4700,0.50,0.5,3.470000028610229,3.625,anchor_return_break_d17,0.022334289641468663,0.04841498024458191,-0.0018732004808222902,2,1315172.4516337216,1344545.8940969897,26,18,2.0,2021-04-01,-0.0236562462532049,-0.0204045873767433
518800.SH,2021-06-17,2021-06-18,2021-06-25,1,2021-06-18,3.6000,0.50,0.5,3.5999999046325684,3.58899998664856,fail_to_rebound_d5,-0.0015277664271398095,,,0,1344545.8940969897,1342491.7420202396,7,6,3.0,2021-06-22,-0.063562403889443,-0.0569332781480346
518800.SH,2021-08-06,2021-08-09,2021-09-06,1,2021-08-09,3.5260,0.50,0.5,3.526000022888184,3.6649999618530273,max_hold_20d,0.01971071158005655,0.03403286579130205,0.0026942786844055266,5,1342491.7420202396,1368953.2095458081,28,21,1.0,2021-08-09,-0.0290190755237841,-0.0264490539323712
518800.SH,2021-09-16,2021-09-17,2021-10-26,1,2021-09-17,3.5560,0.50,0.5,3.555999994277954,3.5829999446868896,max_hold_20d,0.0037963934831808377,-0.0030933402704468316,0.0053430636184042535,5,1368953.2095458081,1374150.2945893074,39,21,1.0,2021-09-17,-0.0238121999815135,-0.0241650713528496
518800.SH,2021-11-23,2021-11-24,2021-12-16,1,2021-11-24,3.5660,0.50,0.5,3.565999984741211,3.5360000133514404,anchor_return_break_d16,-0.004206389724921378,-0.004206356295507474,-0.0021032115771676407,1,1374150.2945893074,1368370.0829096492,22,17,1.0,2021-11-24,-0.0378182868521986,-0.0218473213488423
518800.SH,2022-01-28,2022-02-07,2022-03-01,1,2022-02-07,3.5790,0.50,0.5,3.5789999961853027,3.743000030517578,anchor_return_break_d16,0.0229114325938915,0.05308747064067387,-0.0036323027264454355,1,1368370.0829096492,1399721.4018277314,22,17,1.0,2022-02-07,-0.0256032444392969,-0.0183498950873648
518800.SH,2022-03-16,2022-03-17,2022-04-18,2,2022-03-17|2022-07-18,3.7820|3.5950,0.50|0.40,0.9,3.6988889376322427,3.928999900817871,max_hold_20d,0.05598974999223301,0.030039021722675363,0.028954630441825183,5,1399721.4018277314,1478091.4531748442,32,21,1.0,2022-03-17,-0.0392265589689223,-0.0153630147966244
518800.SH,2022-04-25,2022-04-26,2022-05-27,2,2022-04-26|2022-07-08,3.8490|3.6350,0.50|0.40,0.9,3.7538888719346786,3.865000009536743,max_hold_20d,0.026639047466080125,0.014414709025595274,0.013665809343044379,5,1478091.4531748442,1517466.4015551761,31,21,1.0,2022-04-26,-0.0452368108012372,-0.0248174224714978
518800.SH,2022-06-14,2022-06-15,2022-07-07,2,2022-06-15|2022-07-18,3.8010|3.5950,0.50|0.40,0.9,3.7094445228576656,3.634999990463257,anchor_return_break_d16,-0.018062024850920944,0.01255053656069749,-0.029357507755548684,1,1517466.4015551761,1490057.885699849,22,17,1.0,2022-06-15,-0.0205683355886332,-0.0184218825440456
518800.SH,2022-07-07,2022-07-08,2022-07-15,1,2022-07-08,3.6350,0.50,0.5,3.634999990463257,3.601999998092652,fail_to_rebound_d5,-0.004539201163298978,,,0,1490057.885699849,1483294.2132116975,7,6,,,-0.0417929805361886,-0.0429301790391467
518800.SH,2022-07-15,2022-07-18,2022-08-09,1,2022-07-18,3.5950,0.50,0.5,3.595000028610229,3.743000030517578,anchor_return_break_d16,0.020584144746803146,0.04367178403348926,-0.0012517472699414833,1,1483294.2132116975,1513826.5559985426,22,17,1.0,2022-07-18,-0.0219464275006758,-0.0443229869505739
518800.SH,2022-08-22,2022-08-23,2022-09-15,1,2022-08-23,3.7160,0.50,0.5,3.7160000801086426,3.7160000801086426,anchor_return_break_d16,0.0,0.008073189112765888,-0.004036594556382944,1,1513826.5559985426,1513826.5559985426,23,17,1.0,2022-08-23,-0.0266082989583731,-0.0182868142444657
518800.SH,2022-09-15,2022-09-16,2022-10-17,1,2022-09-16,3.6890,0.50,0.5,3.688999891281128,3.759999990463257,anchor_return_break_d16,0.009623217846920551,0.02304148567417097,-0.0018975249901649338,1,1513826.5559985426,1528394.4387293698,31,17,1.0,2022-09-16,-0.0249414376966846,-0.0328462793141305
518800.SH,2022-10-19,2022-10-20,2022-11-15,1,2022-10-20,3.7490,0.50,0.5,3.749000072479248,3.88100004196167,anchor_return_break_d18,0.017604690174776283,0.034142442919769644,0.0005334687148914607,3,1528394.4387293698,1555301.3492880515,26,19,3.0,2022-10-24,-0.0256241678602316,-0.0238855687749716
518800.SH,2023-02-03,2023-02-06,2023-02-13,1,2023-02-06,3.9900,0.50,0.5,3.990000009536743,3.950000047683716,fail_to_rebound_d5,-0.005012526536017692,,,0,1555301.3492880515,1547505.360003241,7,6,,,-0.0340661370961151,-0.0240567318136805
518800.SH,2023-02-15,2023-02-16,2023-03-10,1,2023-02-16,3.9510,0.50,0.5,3.950999975204468,4.010000228881836,anchor_return_break_d16,0.007466496336071771,0.008099231852866984,0.0034168804096382788,1,1547505.360003241,1559059.8031037566,22,17,1.0,2023-02-16,-0.0230105852138092,-0.0334157421537092
518800.SH,2023-05-18,2023-05-19,2023-06-16,1,2023-05-19,4.2780,0.50,0.5,4.277999877929688,4.302999973297119,anchor_return_break_d20,0.0029219373633466716,0.0018700087030025792,0.001986933011845382,5,1559059.8031037566,1563615.2781941374,28,21,2.0,2023-05-22,-0.0288876520486448,-0.0238438531476031
518800.SH,2023-09-27,2023-09-28,2023-10-13,1,2023-09-28,4.4180,0.50,0.5,4.418000221252441,4.328999996185303,fail_to_rebound_d5,-0.010072455931420088,,,0,1563615.2781941374,1547865.8322108318,15,6,,,-0.0380345399509547,-0.0257715706209301
518800.SH,2023-11-10,2023-11-13,2023-12-06,1,2023-11-13,4.4700,0.50,0.5,4.46999979019165,4.514999866485596,anchor_return_break_d17,0.005033565817238683,0.01498890206799075,-0.002460885216756692,2,1547865.8322108318,1555657.11675352,23,18,1.0,2023-11-13,-0.0295757089701543,-0.0188652506043084
518800.SH,2024-06-13,2024-06-14,2024-07-12,1,2024-06-14,5.1890,0.50,0.5,5.189000129699707,5.395999908447266,max_hold_20d,0.019946017881438904,0.02158411750943423,0.009153959126721789,5,1555657.11675352,1586686.2814216735,28,21,1.0,2024-06-14,-0.0295743560782135,-0.0215849507781614
518800.SH,2024-11-06,2024-11-07,2024-11-14,1,2024-11-07,5.8000,0.50,0.5,5.800000190734863,5.689000129699707,fail_to_rebound_d5,-0.009568970464214122,,,0,1586686.2814216735,1571503.3272587757,7,6,2.0,2024-11-08,-0.0433566083355746,-0.0164496194973466
518800.SH,2024-11-14,2024-11-15,2024-12-09,1,2024-11-15,5.6380,0.50,0.5,5.638000011444092,5.873000144958496,anchor_return_break_d16,0.020840735459151993,0.03848882709984469,0.0015963219092296477,1,1571503.3272587757,1604254.612375353,24,17,2.0,2024-11-18,-0.0482507989489575,-0.0494837104353022
518800.SH,2024-12-19,2024-12-20,2025-01-15,1,2024-12-20,5.8050,0.50,0.5,5.804999828338623,6.000999927520752,anchor_return_break_d17,0.016882007319388936,0.039104262398608425,-0.002670123879915276,2,1604254.612375353,1631337.6504836371,26,18,1.0,2024-12-20,-0.0354604832848837,-0.0232653819347848
518800.SH,2025-02-28,2025-03-03,2025-03-26,1,2025-03-03,6.3680,0.50,0.5,6.368000030517578,6.698999881744385,anchor_return_break_d17,0.025989309802178506,0.051036401964137834,0.0004711088201095892,2,1631337.6504836371,1673734.9900740145,23,18,1.0,2025-03-03,-0.0343137409712601,-0.0193872071472498
518800.SH,2025-04-07,2025-04-08,2025-05-09,1,2025-04-08,6.7830,0.50,0.5,6.7829999923706055,7.422999858856201,max_hold_20d,0.04717675565424262,0.08757185070603257,0.003390830301226333,5,1673734.9900740145,1752696.3767306926,31,21,1.0,2025-04-08,-0.0549186618798592,-0.026074827752523
518800.SH,2025-05-12,2025-05-13,2025-05-20,1,2025-05-13,7.1980,0.50,0.5,7.197999954223633,7.135000228881836,fail_to_rebound_d5,-0.004376196564493562,,,0,1752696.3767306926,1745026.2328682435,7,6,1.0,2025-05-13,-0.0275722669289472,-0.0258777659586898
518800.SH,2025-06-27,2025-06-30,2025-07-28,1,2025-06-30,7.2300,0.50,0.5,7.230000019073486,7.284999847412109,max_hold_20d,0.003803584245748781,0.011341601456602346,-0.0018672164825523918,5,1745026.2328682435,1751663.5871559994,28,21,2.0,2025-07-01,-0.0280277140664747,-0.0229700788610074
518800.SH,2025-10-28,2025-10-29,2025-11-26,1,2025-10-29,8.5620,0.50,0.5,8.562000274658203,8.904999732971191,max_hold_20d,0.02003033446099023,0.01261385169017104,0.013723408615904709,5,1751663.5871559994,1786749.9946698719,28,21,1.0,2025-10-29,-0.0297233166453834,-0.021336561834419
518800.SH,2026-02-02,2026-02-03,2026-03-05,2,2026-02-03|2026-03-24,10.2320|9.0970,0.50|0.40,0.9,9.727555804782444,10.866999626159668,anchor_return_break_d16,0.10542210806288324,0.14345272010570187,-0.023685340032248453,1,1786749.9946698719,1975112.9456893152,30,17,1.0,2026-02-03,-0.0900053502634663,-0.0260762866615311
518800.SH,2026-03-17,2026-03-18,2026-03-25,2,2026-03-18|2026-03-23,10.5080|9.3570,0.50|0.40,0.9,9.996444808112251,9.60200023651123,fail_to_rebound_d5,-0.03551263686794242,,,0,1975112.9456893152,1904971.4768758786,7,6,1.0,2026-03-18,-0.0437310336675683,-0.0230599596953552
518800.SH,2026-03-25,2026-03-26,2026-04-20,1,2026-03-26,9.5180,0.50,0.5,9.517999649047852,10.517999649047852,anchor_return_break_d16,0.05253204648415999,0.11189331512153977,-0.003414611076609897,1,1904971.4768758786,2005043.527050121,25,17,3.0,2026-03-30,-0.069551545931081,-0.0827617490626094
