model,date,rank,feature,value,z_score_vs_train,driver_score_proxy,pred_adjustment,target_position_proxy
rf_depth4_leaf20_live,2026-03-30,1,ma50_over_ma200,0.1504117100802027,1.9910193042476152,0.2291252373935747,1,0.5902025399999999
rf_depth4_leaf20_live,2026-03-30,2,ma200_slope20,0.03596544496443377,2.221329443852715,0.11106647219263568,1,0.5902025399999999
rf_depth4_leaf20_live,2026-03-30,3,base_position_v3,0.34020254,-0.5411784395649183,0.029635962166650265,1,0.5902025399999999
rf_depth4_leaf20_live,2026-03-30,4,dist_sup20,0.007189357872878777,-1.0911037518823838,0.025112705400467526,1,0.5902025399999999
rf_depth4_leaf20_live,2026-03-30,5,dist_sup60,0.03071885286360798,-0.9829115996457816,0.024962834276718218,1,0.5902025399999999
rf_depth4_leaf20_live,2026-03-30,6,ret10,-0.03593035763277497,-1.0765993619813006,0.02050665451392951,1,0.5902025399999999
rf_depth4_leaf20_live,2026-03-31,1,ma50_over_ma200,0.14752861655034977,1.9417341865143012,0.22345353733696316,1,0.5866266099999999
rf_depth4_leaf20_live,2026-03-31,2,ma200_slope20,0.03501873297511726,2.1441430848222307,0.10720715424111148,1,0.5866266099999999
rf_depth4_leaf20_live,2026-03-31,3,dist_sup20,-0.008769586513158067,-1.4984179363890455,0.03448739694863671,1,0.5866266099999999
rf_depth4_leaf20_live,2026-03-31,4,dist_sup60,0.014387082951712094,-1.2122663218733993,0.030787716111070406,1,0.5866266099999999
rf_depth4_leaf20_live,2026-03-31,5,base_position_v3,0.33662661,-0.5517102652037695,0.030212704999254023,1,0.5866266099999999
rf_depth4_leaf20_live,2026-03-31,6,ret10,-0.049997623597286545,-1.4402148147755955,0.02743266313858274,1,0.5866266099999999
rf_depth4_leaf20_live,2026-04-01,1,ma50_over_ma200,0.14550293256772817,1.907106078705712,0.2194685566764509,0,0.34812612
rf_depth4_leaf20_live,2026-04-01,2,ma200_slope20,0.034602709288038325,2.1102242646969636,0.10551121323484812,0,0.34812612
rf_depth4_leaf20_live,2026-04-01,3,base_position_v3,0.34812612,-0.517841919276353,0.028358009865133597,0,0.34812612
rf_depth4_leaf20_live,2026-04-01,4,ret1,0.05240434897820667,4.050300464492713,0.02250166924718166,0,0.34812612
rf_depth4_leaf20_live,2026-04-01,5,dist_sup60,0.0675453776456989,-0.4657394004554953,0.011828302233790335,0,0.34812612
rf_depth4_leaf20_live,2026-04-01,6,component_above200_breadth,0.7812277961581681,0.4156839602656607,0.007917789719345899,0,0.34812612
rf_depth4_leaf20_live,2026-04-02,1,ma50_over_ma200,0.1432728757111259,1.8689843134589101,0.21508152813614437,1,0.5926911
rf_depth4_leaf20_live,2026-04-02,2,ma200_slope20,0.03432175863170461,2.0873180815342467,0.10436590407671228,1,0.5926911
rf_depth4_leaf20_live,2026-04-02,3,base_position_v3,0.3426911,-0.5338491350170608,0.029234595489029496,1,0.5926911
rf_depth4_leaf20_live,2026-04-02,4,ret10,-0.050256320394057474,-1.4469016971542754,0.02756003232674807,1,0.5926911
rf_depth4_leaf20_live,2026-04-02,5,dist_sup60,0.0421893321648088,-0.8218262666943114,0.02087177820176025,1,0.5926911
rf_depth4_leaf20_live,2026-04-02,6,dist_sup20,0.027407929064116487,-0.5750727013666435,0.01323580026954971,1,0.5926911
rf_depth4_leaf20_live,2026-04-03,1,ma50_over_ma200,0.141535070503767,1.8392773569015148,0.21166287043707901,1,0.59551361
rf_depth4_leaf20_live,2026-04-03,2,ma200_slope20,0.03397617208217585,2.0591420704674683,0.10295710352337337,1,0.59551361
