breakout_date,event_type,resistance_level,support_level,breakout_close,breakout_margin,breakout_volume_ratio_60d,breakout_volume_bucket,fallback_below_resistance_3d,fallback_below_resistance_5d,fallback_below_resistance_10d,reclaim_after_fallback_10d,first_fallback_day,confirm3_date,confirm3_close,confirm3_distance_to_resistance,confirm3_avg_volume_ratio_60d,confirm3_pullback_depth_to_resistance,trial_entry_allowed_3d,trial_entry_price,trial_entry_future_10d_return,trial_entry_future_10d_max_drawdown,trial_entry_future_20d_return,trial_entry_future_20d_max_drawdown,trial_entry_quality_label,confirm5_date,confirm5_close,confirm5_distance_to_resistance,confirm5_avg_volume_ratio_60d,confirm5_pullback_depth_to_resistance,formal_entry_allowed_5d,formal_entry_price,formal_entry_future_10d_return,formal_entry_future_10d_max_drawdown,formal_entry_future_20d_return,formal_entry_future_20d_max_drawdown,formal_entry_quality_label,entry_timing_label,suggested_action,calendar_year
2016-12-01,breakout_20d,18482.939453,16111.809570,18513.119141,0.00163284,1.420297,high,True,True,True,True,1,2016-12-06,18360.539062,-0.00662234,1.235205,-0.01125087,False,18360.539062,0.06176236,0.00274185,0.05957292,0.00274185,False,2016-12-08,18765.470703,0.01528606,1.253488,-0.01125087,False,18765.470703,0.03528818,0.00298098,0.03193095,0.00298098,False,D_no_entry_fallback_within_3d,avoid_or_wait_reclaim,2016
2016-12-01,breakout_60d,18482.939453,16111.809570,18513.119141,0.00163284,1.420297,high,True,True,True,True,1,2016-12-06,18360.539062,-0.00662234,1.235205,-0.01125087,False,18360.539062,0.06176236,0.00274185,0.05957292,0.00274185,False,2016-12-08,18765.470703,0.01528606,1.253488,-0.01125087,False,18765.470703,0.03528818,0.00298098,0.03193095,0.00298098,False,D_no_entry_fallback_within_3d,avoid_or_wait_reclaim,2016
2016-12-09,breakout_20d,18765.470703,16560.660156,18996.369141,0.01230443,1.547301,extreme_high,False,False,False,False,,2016-12-14,19253.609375,0.02601260,1.169525,0.02075933,True,19253.609375,-0.00563368,-0.00838226,-0.02285702,-0.02289181,False,2016-12-16,19401.150391,0.03387497,1.143822,0.02075933,True,19401.150391,0.00994837,-0.02111012,-0.01695262,-0.03869978,False,A_formal_add_volume_confirmed_5d_no_fallback,formal_add,2016
2016-12-09,breakout_60d,18765.470703,16111.809570,18996.369141,0.01230443,1.547301,extreme_high,False,False,False,False,,2016-12-14,19253.609375,0.02601260,1.169525,0.02075933,True,19253.609375,-0.00563368,-0.00838226,-0.02285702,-0.02289181,False,2016-12-16,19401.150391,0.03387497,1.143822,0.02075933,True,19401.150391,0.00994837,-0.02111012,-0.01695262,-0.03869978,False,A_formal_add_volume_confirmed_5d_no_fallback,formal_add,2016
2016-12-20,breakout_20d,19439.970703,18007.789062,19494.529297,0.00280652,0.842471,normal_or_low,True,True,True,True,2,2016-12-26,19396.640625,-0.00222892,0.773204,-0.00222892,False,19396.640625,-0.01350447,-0.02088252,0.00029644,-0.03847628,False,2016-12-28,19401.720703,-0.00196760,0.728639,-0.00222892,False,19401.720703,-0.01579656,-0.02113889,-0.00169424,-0.03872804,False,D_no_entry_fallback_within_3d,avoid_or_wait_reclaim,2016
2016-12-20,breakout_60d,19439.970703,16111.809570,19494.529297,0.00280652,0.842471,normal_or_low,True,True,True,True,2,2016-12-26,19396.640625,-0.00222892,0.773204,-0.00222892,False,19396.640625,-0.01350447,-0.02088252,0.00029644,-0.03847628,False,2016-12-28,19401.720703,-0.00196760,0.728639,-0.00222892,False,19401.720703,-0.01579656,-0.02113889,-0.00169424,-0.03872804,False,D_no_entry_fallback_within_3d,avoid_or_wait_reclaim,2016
2017-01-04,breakout_20d,19592.900391,18227.390625,19594.160156,0.00006430,1.169486,mild_high,True,True,True,False,1,2017-01-10,19301.439453,-0.01487584,0.888619,-0.01487584,False,19301.439453,-0.02660160,-0.03373372,-0.02023995,-0.03373372,False,2017-01-12,19134.699219,-0.02338608,0.873932,-0.02338608,False,19134.699219,0.01398984,-0.02531365,-0.01186480,-0.02531365,False,D_no_entry_fallback_within_3d,avoid_or_wait_reclaim,2017
2017-01-04,breakout_60d,19592.900391,16111.809570,19594.160156,0.00006430,1.169486,mild_high,True,True,True,False,1,2017-01-10,19301.439453,-0.01487584,0.888619,-0.01487584,False,19301.439453,-0.02660160,-0.03373372,-0.02023995,-0.03373372,False,2017-01-12,19134.699219,-0.02338608,0.873932,-0.02338608,False,19134.699219,0.01398984,-0.02531365,-0.01186480,-0.02531365,False,D_no_entry_fallback_within_3d,avoid_or_wait_reclaim,2017
2017-03-02,breakout_20d,19519.439453,18805.320312,19564.800781,0.00232391,1.092444,mild_high,True,True,True,True,1,2017-03-07,19344.150391,-0.00898023,0.741746,-0.00898023,False,19344.150391,-0.01565174,-0.01641949,-0.02496263,-0.03311179,False,2017-03-09,19318.580078,-0.01029022,0.750364,-0.01359722,False,19318.580078,-0.00290139,-0.01784966,-0.03385079,-0.04147046,False,D_no_entry_fallback_within_3d,avoid_or_wait_reclaim,2017
2017-04-26,breakout_20d,19251.300781,18224.679688,19289.429688,0.00198059,1.078214,mild_high,True,True,True,True,2,2017-05-01,19310.519531,0.00307609,0.947117,-0.00283412,False,19310.519531,0.01260141,0.00126874,0.02845650,0.00126874,False,2017-05-08,19895.699219,0.03347298,1.003888,-0.00283412,False,19895.699219,-0.01092799,-0.02241533,0.01382817,-0.02241533,False,D_no_entry_fallback_within_3d,avoid_or_wait_reclaim,2017
2017-05-08,breakout_60d,19668.009766,18224.679688,19895.699219,0.01157664,1.252984,high,False,False,True,True,8,2017-05-11,19961.550781,0.01492480,1.092324,0.00889720,True,19961.550781,-0.00743529,-0.02564031,-0.00261959,-0.02564031,False,2017-05-15,19869.849609,0.01026234,1.102154,0.00889720,True,19869.849609,-0.00942530,-0.02114355,0.00194921,-0.02114355,False,A_formal_add_volume_confirmed_5d_no_fallback,formal_add,2017
2017-05-11,breakout_20d,19938.529297,18224.679688,19961.550781,0.00115462,1.139468,mild_high,True,True,True,False,1,2017-05-16,19919.820312,-0.00093833,1.103268,-0.00344457,False,19919.820312,-0.01214723,-0.02359910,-0.00105776,-0.02359910,False,2017-05-18,19553.859375,-0.01929279,1.086003,-0.01929279,False,19553.859375,0.01565777,-0.00289305,0.01421514,-0.00289305,False,D_no_entry_fallback_within_3d,avoid_or_wait_reclaim,2017
2017-06-02,breakout_20d,19998.490234,19335.019531,20177.279297,0.00894013,1.333195,high,True,True,True,True,2,2017-06-07,19984.619141,-0.00069361,0.887320,-0.00092956,False,19984.619141,0.00771443,-0.01147279,0.00485432,-0.01147279,False,2017-06-09,20013.259766,0.00073853,1.012129,-0.00446186,False,20013.259766,0.00596655,-0.01288745,-0.00420571,-0.01288745,False,D_no_entry_fallback_within_3d,avoid_or_wait_reclaim,2017
2017-06-02,breakout_60d,19998.490234,18224.679688,20177.279297,0.00894013,1.333195,high,True,True,True,True,2,2017-06-07,19984.619141,-0.00069361,0.887320,-0.00092956,False,19984.619141,0.00771443,-0.01147279,0.00485432,-0.01147279,False,2017-06-09,20013.259766,0.00073853,1.012129,-0.00446186,False,20013.259766,0.00596655,-0.01288745,-0.00420571,-0.01288745,False,D_no_entry_fallback_within_3d,avoid_or_wait_reclaim,2017
2017-09-13,breakout_20d,19792.060547,19239.519531,19865.820312,0.00372674,0.956947,normal_or_low,False,False,False,False,,2017-09-19,20299.380859,0.02563252,1.232517,0.00077702,True,20299.380859,0.01550242,-0.00422282,0.05239913,-0.00422282,True,2017-09-21,20347.480469,0.02806276,1.229422,0.00077702,True,20347.480469,0.01381400,-0.00657675,0.05456008,-0.00657675,True,B_formal_add_price_confirmed_5d_no_fallback,small_add_or_hold,2017
2017-09-19,breakout_60d,20266.589844,19239.519531,20299.380859,0.00161798,1.364996,high,False,False,False,False,,2017-09-22,20296.449219,0.00147333,1.173061,0.00147333,True,20296.449219,0.01942516,-0.00407899,0.06898749,-0.00407899,True,2017-09-26,20330.189453,0.00313815,1.105320,0.00147333,True,20330.189453,0.02710649,-0.00573184,0.06775292,-0.00573184,True,A_formal_add_volume_confirmed_5d_no_fallback,formal_add,2017
2017-10-03,breakout_20d,20481.269531,19239.519531,20614.070312,0.00648401,0.829882,normal_or_low,False,False,False,False,,2017-10-06,20690.710938,0.01022600,0.785424,0.00709871,True,20690.710938,0.04861793,-0.00133542,0.10859408,-0.00133542,True,2017-10-11,20881.269531,0.01953004,0.832618,0.00709871,True,20881.269531,0.03957372,0.00171300,0.09517819,0.00171300,True,B_formal_add_price_confirmed_5d_no_fallback,small_add_or_hold,2017
2017-10-03,breakout_60d,20481.269531,19239.519531,20614.070312,0.00648401,0.829882,normal_or_low,False,False,False,False,,2017-10-06,20690.710938,0.01022600,0.785424,0.00709871,True,20690.710938,0.04861793,-0.00133542,0.10859408,-0.00133542,True,2017-10-11,20881.269531,0.01953004,0.832618,0.00709871,True,20881.269531,0.03957372,0.00171300,0.09517819,0.00171300,True,B_formal_add_price_confirmed_5d_no_fallback,small_add_or_hold,2017
2017-10-12,breakout_20d,20898.410156,19718.800781,20954.720703,0.00269449,0.930933,normal_or_low,False,False,False,False,,2017-10-17,21336.119141,0.02094461,1.177946,0.01228656,True,21336.119141,0.03165947,-0.00086469,0.03244269,-0.00086469,True,2017-10-19,21448.519531,0.02632303,1.071036,0.01228656,True,21448.519531,0.05084731,-0.00398256,0.04421197,-0.00398256,True,B_formal_add_price_confirmed_5d_no_fallback,small_add_or_hold,2017
2017-10-12,breakout_60d,20898.410156,19239.519531,20954.720703,0.00269449,0.930933,normal_or_low,False,False,False,False,,2017-10-17,21336.119141,0.02094461,1.177946,0.01228656,True,21336.119141,0.03165947,-0.00086469,0.03244269,-0.00086469,True,2017-10-19,21448.519531,0.02632303,1.071036,0.01228656,True,21448.519531,0.05084731,-0.00398256,0.04421197,-0.00398256,True,B_formal_add_price_confirmed_5d_no_fallback,small_add_or_hold,2017
2017-10-23,breakout_20d,21503.849609,20213.660156,21696.650391,0.00896587,1.000401,normal_or_low,False,False,False,False,,2017-10-26,21739.779297,0.01097151,1.117152,0.00947596,True,21739.779297,0.04331418,0.00349320,0.03478466,0.00349320,True,2017-10-30,22011.669922,0.02361532,1.256338,0.00947596,True,22011.669922,0.01673384,-0.00779585,0.02660086,-0.00779585,True,B_formal_add_price_confirmed_5d_no_fallback,small_add_or_hold,2017
2017-10-23,breakout_60d,21503.849609,19239.519531,21696.650391,0.00896587,1.000401,normal_or_low,False,False,False,False,,2017-10-26,21739.779297,0.01097151,1.117152,0.00947596,True,21739.779297,0.04331418,0.00349320,0.03478466,0.00349320,True,2017-10-30,22011.669922,0.02361532,1.256338,0.00947596,True,22011.669922,0.01673384,-0.00779585,0.02660086,-0.00779585,True,B_formal_add_price_confirmed_5d_no_fallback,small_add_or_hold,2017
2017-11-01,breakout_20d,22086.880859,20438.169922,22420.080078,0.01508584,1.284093,high,False,False,True,True,9,2017-11-07,22937.599609,0.03851693,1.236957,0.02047543,True,22937.599609,-0.02271899,-0.04208199,-0.03315781,-0.04208199,False,2017-11-09,22868.710938,0.03539794,1.336552,0.02047543,True,22868.710938,-0.01389940,-0.03919640,-0.00252007,-0.03919640,False,A_formal_add_volume_confirmed_5d_no_fallback,formal_add,2017
2017-11-01,breakout_60d,22086.880859,19239.519531,22420.080078,0.01508584,1.284093,high,False,False,True,True,9,2017-11-07,22937.599609,0.03851693,1.236957,0.02047543,True,22937.599609,-0.02271899,-0.04208199,-0.03315781,-0.04208199,False,2017-11-09,22868.710938,0.03539794,1.336552,0.02047543,True,22868.710938,-0.01389940,-0.03919640,-0.00252007,-0.03919640,False,A_formal_add_volume_confirmed_5d_no_fallback,formal_add,2017
2018-01-04,breakout_20d,22994.330078,22119.210938,23506.330078,0.02226636,1.167422,mild_high,False,False,False,False,,2018-01-10,23788.199219,0.03452456,1.084415,0.03132073,True,23788.199219,0.00641411,-0.00841295,-0.09007954,-0.11390052,True,2018-01-12,23653.820312,0.02868056,1.055934,0.02868056,True,23653.820312,-0.00092752,-0.00260174,-0.09601837,-0.10886653,False,B_formal_add_price_confirmed_5d_no_fallback,small_add_or_hold,2018
2018-01-04,breakout_60d,23382.150391,20592.179688,23506.330078,0.00531088,1.167422,mild_high,False,False,False,False,,2018-01-10,23788.199219,0.01736576,1.084415,0.01421507,True,23788.199219,0.00641411,-0.00841295,-0.09007954,-0.11390052,True,2018-01-12,23653.820312,0.01161869,1.055934,0.01161869,True,23653.820312,-0.00092752,-0.00260174,-0.09601837,-0.10886653,False,B_formal_add_price_confirmed_5d_no_fallback,small_add_or_hold,2018
2018-01-23,breakout_20d,24084.419922,22728.060547,24124.150391,0.00164963,0.833191,normal_or_low,True,True,True,False,1,2018-01-26,23631.880859,-0.01878970,0.940651,-0.01878970,False,23631.880859,-0.09517912,-0.10803922,-0.06255321,-0.11347935,False,2018-01-30,23291.970703,-0.03290298,0.922186,-0.03290298,False,23291.970703,-0.09178274,-0.10054196,-0.05253873,-0.10054196,False,D_no_entry_fallback_within_3d,avoid_or_wait_reclaim,2018
2018-01-23,breakout_60d,24084.419922,21614.509766,24124.150391,0.00164963,0.833191,normal_or_low,True,True,True,False,1,2018-01-26,23631.880859,-0.01878970,0.940651,-0.01878970,False,23631.880859,-0.09517912,-0.10803922,-0.06255321,-0.11347935,False,2018-01-30,23291.970703,-0.03290298,0.922186,-0.03290298,False,23291.970703,-0.09178274,-0.10054196,-0.05253873,-0.10054196,False,D_no_entry_fallback_within_3d,avoid_or_wait_reclaim,2018
2018-04-18,breakout_20d,21933.990234,20347.490234,22158.199219,0.01022199,0.843434,normal_or_low,False,False,False,False,,2018-04-23,22088.039062,0.00702329,0.851820,0.00702329,True,22088.039062,0.01852318,-0.00032956,0.01579908,-0.00032956,True,2018-04-25,22215.320312,0.01282622,0.870031,0.00702329,True,22215.320312,0.02928335,0.00224525,0.01196334,0.00224525,False,B_formal_add_price_confirmed_5d_no_fallback,small_add_or_hold,2018
2018-04-27,breakout_20d,22381.660156,21056.019531,22467.869141,0.00385177,1.075741,mild_high,False,False,False,False,,2018-05-07,22467.160156,0.00382009,0.924018,0.00382009,True,22467.160156,0.02382184,-0.00455822,0.00039076,-0.02383522,True,2018-05-09,22408.880859,0.00121621,0.948004,0.00121621,True,22408.880859,0.01253340,0.00044041,0.00967695,-0.02129649,False,B_formal_add_price_confirmed_5d_no_fallback,small_add_or_hold,2018
2018-05-11,breakout_20d,22568.189453,21542.369141,22758.480469,0.00843182,1.028535,normal_or_low,False,False,True,False,9,2018-05-16,22717.230469,0.00660403,1.006733,0.00660403,True,22717.230469,-0.03075687,-0.03458080,0.01096746,-0.03458080,False,2018-05-18,22930.359375,0.01604781,0.965438,0.00660403,True,22930.359375,-0.03310065,-0.04355400,-0.00342818,-0.04355400,False,B_formal_add_price_confirmed_5d_no_fallback,small_add_or_hold,2018
2018-05-11,breakout_60d,22568.189453,20347.490234,22758.480469,0.00843182,1.028535,normal_or_low,False,False,True,False,9,2018-05-16,22717.230469,0.00660403,1.006733,0.00660403,True,22717.230469,-0.03075687,-0.03458080,0.01096746,-0.03458080,False,2018-05-18,22930.359375,0.01604781,0.965438,0.00660403,True,22930.359375,-0.03310065,-0.04355400,-0.00342818,-0.04355400,False,B_formal_add_price_confirmed_5d_no_fallback,small_add_or_hold,2018
2018-05-21,breakout_20d,22954.189453,21914.960938,23002.369141,0.00209895,0.778280,normal_or_low,True,True,True,False,2,2018-05-24,22437.009766,-0.02253095,0.965717,-0.02253095,False,22437.009766,0.01721486,-0.02252347,0.01141103,-0.02252347,False,2018-05-28,22481.089844,-0.02061060,0.904175,-0.02253095,False,22481.089844,0.01436537,-0.02444007,-0.00635821,-0.02444007,False,D_no_entry_fallback_within_3d,avoid_or_wait_reclaim,2018
2018-05-21,breakout_60d,22954.189453,20347.490234,23002.369141,0.00209895,0.778280,normal_or_low,True,True,True,False,2,2018-05-24,22437.009766,-0.02253095,0.965717,-0.02253095,False,22437.009766,0.01721486,-0.02252347,0.01141103,-0.02252347,False,2018-05-28,22481.089844,-0.02061060,0.904175,-0.02253095,False,22481.089844,0.01436537,-0.02444007,-0.00635821,-0.02444007,False,D_no_entry_fallback_within_3d,avoid_or_wait_reclaim,2018
2018-09-14,breakout_20d,23032.169922,22053.140625,23094.669922,0.00271360,1.522572,extreme_high,False,False,False,False,,2018-09-20,23674.929688,0.02790704,1.412369,0.01686203,True,23674.929688,0.00459520,0.00233410,-0.04477772,-0.06176827,True,2018-09-25,23940.259766,0.03942702,1.503892,0.01686203,True,23940.259766,-0.01813768,-0.02367229,-0.07723726,-0.08474594,False,A_formal_add_volume_confirmed_5d_no_fallback,formal_add,2018
2018-09-14,breakout_60d,23032.169922,21462.949219,23094.669922,0.00271360,1.522572,extreme_high,False,False,False,False,,2018-09-20,23674.929688,0.02790704,1.412369,0.01686203,True,23674.929688,0.00459520,0.00233410,-0.04477772,-0.06176827,True,2018-09-25,23940.259766,0.03942702,1.503892,0.01686203,True,23940.259766,-0.01813768,-0.02367229,-0.07723726,-0.08474594,False,A_formal_add_volume_confirmed_5d_no_fallback,formal_add,2018
2018-09-26,breakout_20d,23971.410156,22172.900391,24033.789062,0.00260222,1.192775,mild_high,True,True,True,True,1,2018-10-01,24245.759766,0.01144487,1.095030,-0.00728659,False,24245.759766,-0.06997180,-0.08182214,-0.11500859,-0.13502691,False,2018-10-03,24110.960938,0.00582155,1.087097,-0.00728659,False,24110.960938,-0.06025479,-0.07668881,-0.10050659,-0.13019105,False,D_no_entry_fallback_within_3d,avoid_or_wait_reclaim,2018
2018-09-26,breakout_60d,23971.410156,21462.949219,24033.789062,0.00260222,1.192775,mild_high,True,True,True,True,1,2018-10-01,24245.759766,0.01144487,1.095030,-0.00728659,False,24245.759766,-0.06997180,-0.08182214,-0.11500859,-0.13502691,False,2018-10-03,24110.960938,0.00582155,1.087097,-0.00728659,False,24110.960938,-0.06025479,-0.07668881,-0.10050659,-0.13019105,False,D_no_entry_fallback_within_3d,avoid_or_wait_reclaim,2018
2019-02-13,breakout_20d,20981.230469,20204.429688,21144.480469,0.00778076,1.071112,mild_high,True,True,True,True,2,2019-02-18,21281.849609,0.01432800,0.871698,-0.00384151,False,21281.849609,0.02538264,-0.00303965,0.01422106,-0.01615694,False,2019-02-20,21431.490234,0.02146012,0.831815,-0.00384151,False,21431.490234,0.00771390,-0.00526095,0.00827892,-0.02302641,False,D_no_entry_fallback_within_3d,avoid_or_wait_reclaim,2019
2019-03-04,breakout_20d,21641.580078,20315.310547,21822.039062,0.00833853,0.821423,normal_or_low,True,True,True,False,2,2019-03-07,21456.009766,-0.00857471,0.887211,-0.00857471,False,21456.009766,0.00798518,-0.02414288,0.01638190,-0.02537468,False,2019-03-11,21125.089844,-0.02386564,0.964303,-0.02846463,False,21125.089844,0.01435737,-0.01010739,0.03207087,-0.01010739,False,D_no_entry_fallback_within_3d,avoid_or_wait_reclaim,2019
2019-04-05,breakout_20d,21787.599609,20911.570312,21807.500000,0.00091338,0.866602,normal_or_low,True,True,True,True,1,2019-04-10,21687.570312,-0.00459111,0.827593,-0.00459111,False,21687.570312,0.02362781,-0.00275278,-0.02879944,-0.04316395,False,2019-04-12,21870.560547,0.00380771,0.860381,-0.00459111,False,21870.560547,0.01774851,0.00858826,-0.02600894,-0.05116976,False,D_no_entry_fallback_within_3d,avoid_or_wait_reclaim,2019
2019-04-15,breakout_20d,21900.550781,20911.570312,22169.109375,0.01226264,1.006395,normal_or_low,False,False,False,False,,2019-04-18,22090.119141,0.00865587,1.015022,0.00865587,True,22090.119141,-0.03373450,-0.04141169,-0.04404224,-0.06060039,False,2019-04-22,22217.900391,0.01449049,0.739647,0.00865587,True,22217.900391,-0.05179022,-0.06600314,-0.04310757,-0.06600314,False,B_formal_add_price_confirmed_5d_no_fallback,small_add_or_hold,2019
2019-04-15,breakout_60d,21900.550781,20315.310547,22169.109375,0.01226264,1.006395,normal_or_low,False,False,False,False,,2019-04-18,22090.119141,0.00865587,1.015022,0.00865587,True,22090.119141,-0.03373450,-0.04141169,-0.04404224,-0.06060039,False,2019-04-22,22217.900391,0.01449049,0.739647,0.00865587,True,22217.900391,-0.05179022,-0.06600314,-0.04310757,-0.06600314,False,B_formal_add_price_confirmed_5d_no_fallback,small_add_or_hold,2019
2019-06-20,breakout_20d,21358.720703,20289.640625,21462.859375,0.00487570,0.831840,normal_or_low,True,True,True,True,1,2019-06-25,21193.810547,-0.00772098,0.926424,-0.00772098,False,21193.810547,0.01752115,-0.00745362,0.02433540,-0.00945423,False,2019-06-27,21338.169922,-0.00096217,0.889188,-0.01274097,False,21338.169922,0.01431048,-0.00648230,0.01499568,-0.01615558,False,D_no_entry_fallback_within_3d,avoid_or_wait_reclaim,2019
2019-07-01,breakout_20d,21497.820312,20289.640625,21729.970703,0.01079879,1.028466,normal_or_low,False,False,False,False,,2019-07-04,21702.449219,0.00951859,0.755848,0.00652810,True,21702.449219,-0.01084942,-0.03266957,-0.02835113,-0.03420625,False,2019-07-08,21534.349609,0.00169921,0.750826,0.00169921,True,21534.349609,0.00401829,-0.02511848,-0.04407094,-0.06610786,False,B_formal_add_price_confirmed_5d_no_fallback,small_add_or_hold,2019
2019-09-05,breakout_20d,20782.060547,20173.759766,21085.939453,0.01462217,1.441765,high,False,False,False,False,,2019-09-10,21392.099609,0.02935412,1.281376,0.02008991,True,21392.099609,0.03067210,0.00213727,0.00747383,-0.00542676,True,2019-09-12,21759.609375,0.04703811,1.484844,0.02008991,True,21759.609375,-0.00017324,-0.00427442,0.02057029,-0.02222465,True,A_formal_add_volume_confirmed_5d_no_fallback,formal_add,2019
2019-09-13,breakout_20d,21825.919922,20173.759766,21988.289062,0.00743928,1.924382,extreme_high,False,False,True,True,9,2019-09-19,22044.449219,0.01001238,1.263617,0.00617573,True,22044.449219,-0.02877142,-0.03485864,0.02288336,-0.03485864,False,2019-09-24,22098.839844,0.01250439,1.265823,0.00617573,True,22098.839844,-0.02312613,-0.03723408,0.02949294,-0.03723408,True,A_formal_add_volume_confirmed_5d_no_fallback,formal_add,2019
