date,close,ma50,ma200,ma200_slope20,component_above_200d_weighted_breadth,component_above_200d_count,component_valid_count,market_regime,confirmed_regime
2017-05-09,19843.000000,19111.761836,18102.712090,0.01832647,0.90720790,26,30,bull,bull
2017-05-10,19900.089844,19122.334414,18121.055391,0.01857191,0.94068855,27,30,bull,bull
2017-05-11,19961.550781,19135.894648,18138.933691,0.01861387,0.92434809,26,30,bull,bull
2017-05-12,19883.900391,19151.423242,18155.863945,0.01866415,0.92434809,26,30,bull,bull
2017-05-15,19869.849609,19166.440430,18171.596641,0.01880738,0.92434809,26,30,bull,bull
2017-05-16,19919.820312,19176.966055,18187.786289,0.01907009,0.92434809,26,30,bull,bull
2017-05-17,19814.880859,19181.967656,18202.809590,0.01926368,0.91213930,25,30,bull,bull
2017-05-18,19553.859375,19183.661445,18217.442637,0.01947884,0.91213930,25,30,bull,bull
2017-05-19,19590.759766,19187.893828,18232.294990,0.01932128,0.91213930,25,30,bull,bull
2017-05-22,19678.279297,19194.576406,18248.771187,0.01935254,0.91213930,25,30,bull,bull
2017-05-23,19613.279297,19201.761406,18263.513481,0.01929142,0.91213930,25,30,bull,bull
2017-05-24,19742.980469,19210.249414,18279.844185,0.01933416,0.91213930,25,30,bull,bull
2017-05-25,19813.130859,19214.419844,18296.063491,0.01930076,0.91213930,25,30,bull,bull
2017-05-26,19686.839844,19215.481641,18311.318843,0.01918629,0.76061168,24,30,bull,bull
2017-05-29,19682.570312,19216.943047,18327.774448,0.01910568,0.91213930,25,30,bull,bull
2017-05-30,19677.849609,19218.952422,18345.748145,0.01909006,0.91213930,25,30,bull,bull
2017-05-31,19650.570312,19220.161016,18362.726548,0.01895274,0.91213930,25,30,bull,bull
2017-06-01,19860.029297,19226.929805,18380.754443,0.01881274,0.91213930,25,30,bull,bull
2017-06-02,20177.279297,19241.357773,18398.387988,0.01856537,0.92434809,26,30,bull,bull
2017-06-05,20170.820312,19263.946563,18415.417236,0.01832793,0.91213930,25,30,bull,bull
2017-06-06,19979.900391,19281.838359,18431.641143,0.01817015,0.91213930,25,30,bull,bull
2017-06-07,19984.619141,19296.280156,18446.964639,0.01798511,0.91213930,25,30,bull,bull
2017-06-08,19909.259766,19314.753555,18462.163135,0.01781965,0.86737948,23,30,bull,bull
2017-06-09,20013.259766,19330.961367,18479.246885,0.01781149,0.89759080,24,30,bull,bull
2017-06-12,19908.580078,19344.783359,18495.061582,0.01780058,0.71585186,22,30,bull,bull
2017-06-13,19898.750000,19361.493945,18512.125283,0.01783279,0.77954383,24,30,bull,bull
2017-06-14,19883.519531,19380.979141,18528.813779,0.01790955,0.74606317,23,30,bull,bull
2017-06-15,19831.820312,19397.950938,18544.981934,0.01797943,0.71585186,22,30,bull,bull
2017-06-16,19943.259766,19420.611133,18562.211436,0.01809517,0.74933252,23,30,bull,bull
2017-06-19,20067.750000,19444.740742,18579.563682,0.01812684,0.74933252,23,30,bull,bull
2017-06-20,20230.410156,19477.407734,18597.935986,0.01831096,0.94328024,26,30,bull,bull
2017-06-21,20138.789062,19506.890898,18616.826382,0.01843463,0.77954383,24,30,bull,bull
2017-06-22,20110.509766,19533.143477,18633.691479,0.01845359,0.77954383,24,30,bull,bull
2017-06-23,20132.669922,19560.839492,18650.728032,0.01853549,0.77954383,24,30,bull,bull
2017-06-26,20153.349609,19592.854297,18667.057778,0.01851198,0.89759080,24,30,bull,bull
2017-06-27,20225.089844,19628.819297,18683.549028,0.01841303,0.89759080,24,30,bull,bull
2017-06-28,20130.410156,19664.714883,18699.572681,0.01834402,0.89856894,24,30,bull,bull
2017-06-29,20220.300781,19702.015703,18715.486030,0.01821098,0.90979958,25,30,bull,bull
2017-06-30,20033.429688,19734.312500,18730.243276,0.01803719,0.89856894,24,30,bull,bull
2017-07-03,20055.800781,19766.784531,18745.460083,0.01792209,0.89856894,24,30,bull,bull
2017-07-04,20032.349609,19798.821719,18760.827983,0.01785988,0.90979958,25,30,bull,bull
2017-07-05,20081.630859,19828.039336,18776.407339,0.01785891,0.95962070,27,30,bull,bull
2017-07-06,19994.060547,19850.402930,18793.013042,0.01792043,0.79175261,25,30,bull,bull
2017-07-07,19929.089844,19867.398125,18809.013296,0.01784523,0.75827196,24,30,bull,bull
2017-07-10,20080.980469,19883.229141,18826.346997,0.01791210,0.90979958,25,30,bull,bull
2017-07-11,20195.480469,19902.101367,18845.299351,0.01799761,0.77446844,25,30,bull,bull
2017-07-12,20098.380859,19920.134180,18863.194810,0.01804654,0.75827196,24,30,bull,bull
2017-07-13,20099.810547,19935.920000,18881.233110,0.01813165,0.75827196,24,30,bull,bull
2017-07-14,20118.859375,19949.383203,18897.789312,0.01807855,0.77446844,25,30,bull,bull
2017-07-18,19999.910156,19951.467422,18914.018765,0.01800123,0.75827196,24,30,bull,bull
2017-07-19,20020.859375,19955.024609,18931.400259,0.01793018,0.75827196,24,30,bull,bull
2017-07-20,20144.589844,19959.914609,18948.703560,0.01782673,0.75827196,24,30,bull,bull
2017-07-21,20099.750000,19962.678594,18966.875308,0.01788072,0.75827196,24,30,bull,bull
2017-07-24,19975.669922,19964.513984,18983.285103,0.01783078,0.74704131,23,30,bull,bull
2017-07-25,19955.199219,19966.220977,19000.811899,0.01787931,0.73483253,22,30,bull,bull
2017-07-26,20050.160156,19968.827773,19018.069351,0.01790454,0.74704131,23,30,bull,bull
2017-07-27,20079.640625,19974.122969,19034.789302,0.01792643,0.74704131,23,30,bull,bull
2017-07-28,19959.839844,19982.242578,19050.492300,0.01789995,0.74704131,23,30,bull,bull
2017-07-31,19925.179688,19988.930977,19065.622700,0.01790577,0.74704131,23,30,bull,bull
2017-08-01,19985.789062,19995.081172,19081.251196,0.01791320,0.77957826,25,30,bull,bull
2017-08-02,20080.039062,20004.416367,19096.527593,0.01789365,0.81305891,26,30,bull,bull
2017-08-03,20029.259766,20010.141953,19112.473892,0.01789834,0.79686243,25,30,bull,bull
2017-08-04,19952.330078,20012.925938,19128.364341,0.01784447,0.79686243,25,30,bull,bull
2017-08-07,20055.890625,20020.306953,19144.361948,0.01782915,0.81305891,26,30,bull,bull
2017-08-08,19996.009766,20026.575742,19159.841401,0.01771424,0.81305891,26,30,bull,bull
2017-08-09,19738.710938,20027.792969,19173.716909,0.01742703,0.58439886,22,30,bull,bull
2017-08-10,19729.740234,20029.376367,19187.371060,0.01718565,0.58439886,22,30,bull,bull
2017-08-14,19537.099609,20022.917773,19198.879058,0.01682337,0.58439886,22,30,bull,bull
2017-08-15,19753.310547,20014.438398,19211.722661,0.01661217,0.58439886,22,30,bull,bull
2017-08-16,19729.279297,20005.607578,19224.196958,0.01639938,0.58439886,22,30,bull,bull
2017-08-17,19702.630859,20000.062187,19235.883862,0.01608352,0.58439886,22,30,bull,bull
2017-08-18,19470.410156,19989.778008,19246.276714,0.01570414,0.55724092,21,30,bull,bull
2017-08-21,19393.130859,19979.455430,19256.560269,0.01527320,0.50788774,19,30,range,bull
2017-08-22,19383.839844,19966.867031,19266.247417,0.01490587,0.45855179,17,30,range,bull
2017-08-23,19434.640625,19957.388242,19276.295522,0.01449852,0.45855179,17,30,range,bull
2017-08-24,19353.769531,19946.488633,19285.852368,0.01408045,0.47840261,17,30,range,bull
2017-08-25,19452.609375,19937.870430,19297.442017,0.01379856,0.49061139,18,30,range,range
2017-08-28,19449.900391,19930.232031,19310.164722,0.01363075,0.50788774,19,30,range,range
2017-08-29,19362.550781,19918.617852,19321.091421,0.01339944,0.47739316,17,30,range,range
2017-08-30,19506.539062,19907.393633,19332.767212,0.01318132,0.50788774,19,30,range,range
2017-08-31,19646.240234,19895.710234,19349.740713,0.01325964,0.50788774,19,30,range,range
2017-09-01,19691.470703,19886.763867,19361.475967,0.01302825,0.50788774,19,30,range,range
2017-09-04,19508.250000,19874.718672,19372.143271,0.01274437,0.46072404,17,30,range,range
2017-09-05,19385.810547,19859.781484,19380.709229,0.01234553,0.46072404,17,30,range,range
2017-09-06,19357.970703,19843.873906,19389.158330,0.01196862,0.49278365,18,30,range,range
2017-09-07,19396.519531,19827.302500,19396.829873,0.01163640,0.46072404,17,30,range,range
2017-09-08,19274.820312,19810.190703,19403.890820,0.01128449,0.37331877,16,30,range,range
2017-09-11,19545.769531,19796.700078,19411.782617,0.01108937,0.65939972,19,30,bull,range
2017-09-12,19776.619141,19791.563867,19420.135615,0.01084822,0.67559620,20,30,bull,range
2017-09-13,19865.820312,19787.764258,19428.650020,0.01063519,0.67559620,20,30,bull,range
2017-09-14,19807.439453,19783.266055,19436.020166,0.01040432,0.67559620,20,30,bull,range
2017-09-15,19909.500000,19779.823437,19443.661563,0.01025574,0.72189600,22,30,bull,bull
2017-09-19,20299.380859,19785.929844,19453.374014,0.01022061,0.79795482,25,30,bull,bull
2017-09-20,20310.460938,19793.557266,19463.391123,0.01023259,0.75210731,23,30,bull,bull
2017-09-21,20347.480469,19798.887266,19473.586123,0.01023488,0.77957826,25,30,bull,bull
2017-09-22,20296.449219,19800.906641,19482.502773,0.01019661,0.73426286,23,30,bull,bull
2017-09-25,20397.580078,19806.890625,19492.360273,0.01010073,0.81305891,26,30,bull,bull
2017-09-26,20330.189453,19811.498203,19502.636270,0.00996737,0.79795482,25,30,bull,bull
2017-09-27,20267.050781,19814.462031,19512.168828,0.00988958,0.75210731,23,30,bull,bull
2017-09-28,20363.109375,19821.726016,19521.500928,0.00976237,0.75210731,23,30,bull,bull
2017-09-29,20356.279297,19828.434414,19529.454971,0.00928768,0.75210731,23,30,bull,bull
2017-10-02,20400.779297,19833.558203,19536.477021,0.00903862,0.75210731,23,30,bull,bull
2017-10-03,20614.070312,19843.844609,19543.772227,0.00885957,0.77737783,25,30,bull,bull
2017-10-04,20626.660156,19856.864414,19550.652930,0.00876870,0.81085848,26,30,bull,bull
2017-10-05,20628.560547,19870.331641,19557.527686,0.00868369,0.81085848,26,30,bull,bull
2017-10-06,20690.710938,19883.142656,19564.612295,0.00864999,0.79795482,25,30,bull,bull
2017-10-10,20823.509766,19898.020039,19571.724092,0.00864946,0.79248192,26,30,bull,bull
2017-10-11,20881.269531,19916.448633,19579.172441,0.00862310,0.79248192,26,30,bull,bull
2017-10-12,20954.720703,19937.039453,19586.473398,0.00856522,0.77737783,25,30,bull,bull
2017-10-13,21155.179688,19960.427266,19595.026846,0.00856348,0.96238611,27,30,bull,bull
2017-10-16,21255.560547,19983.937695,19604.166299,0.00865126,0.96238611,27,30,bull,bull
2017-10-17,21336.119141,20010.074883,19613.863691,0.00875360,0.96238611,27,30,bull,bull
2017-10-18,21363.050781,20038.289297,19623.663643,0.00875373,0.95768319,27,30,bull,bull
2017-10-19,21448.519531,20066.141875,19633.897637,0.00876037,0.94257910,26,30,bull,bull
2017-10-20,21457.640625,20095.374492,19645.460137,0.00882601,0.95380975,27,30,bull,bull
2017-10-23,21696.650391,20134.533281,19658.371543,0.00902701,0.96891384,28,30,bull,bull
2017-10-24,21805.169922,20176.041875,19669.426592,0.00908388,0.98872084,29,30,bull,bull
2017-10-25,21707.619141,20219.452266,19680.361240,0.00911287,0.98872084,29,30,bull,bull
2017-10-26,21739.779297,20259.181641,19691.788486,0.00920552,0.98872084,29,30,bull,bull
2017-10-27,22008.449219,20304.765039,19705.323535,0.00941642,0.98872084,29,30,bull,bull
2017-10-30,22011.669922,20350.945820,19718.558535,0.00968299,0.98872084,29,30,bull,bull
2017-10-31,22011.609375,20401.769805,19732.943086,0.01005637,0.98872084,29,30,bull,bull
2017-11-01,22420.080078,20462.308789,19748.607090,0.01048083,0.98872084,29,30,bull,bull
2017-11-02,22539.119141,20525.414375,19765.826484,0.01100595,0.97361675,28,30,bull,bull
2017-11-06,22548.349609,20587.688555,19784.500586,0.01160540,0.97361675,28,30,bull,bull
2017-11-07,22937.599609,20659.365156,19804.716738,0.01227238,0.98872084,29,30,bull,bull
2017-11-08,22913.820312,20728.589375,19823.924590,0.01288596,0.98872084,29,30,bull,bull
2017-11-09,22868.710938,20796.965586,19842.578594,0.01345339,0.97361675,28,30,bull,bull
2017-11-10,22681.419922,20863.342969,19861.530547,0.01404322,0.97361675,28,30,bull,bull
2017-11-13,22380.990234,20920.831992,19879.495547,0.01451739,0.97361675,28,30,bull,bull
2017-11-14,22380.009766,20975.507383,19896.108096,0.01489182,0.97361675,28,30,bull,bull
2017-11-15,22028.320312,21022.244375,19909.237744,0.01505945,0.93904840,27,30,bull,bull
2017-11-16,22351.119141,21079.101758,19923.656338,0.01528729,0.98489591,29,30,bull,bull
2017-11-17,22396.800781,21139.321563,19938.796094,0.01552919,0.98489591,29,30,bull,bull
2017-11-20,22261.759766,21197.397344,19954.898193,0.01575112,0.93904840,27,30,bull,bull
2017-11-21,22416.480469,21257.796562,19971.240195,0.01591529,0.94834623,26,30,bull,bull
2017-11-22,22523.150391,21322.763164,19989.283047,0.01626161,0.97199225,28,30,bull,bull
2017-11-24,22550.849609,21382.864766,20007.446299,0.01661987,0.94774057,26,30,bull,bull
2017-11-27,22495.990234,21437.252187,20025.042695,0.01692351,0.95839215,27,30,bull,bull
2017-11-28,22486.240234,21489.660586,20042.920000,0.01713225,0.95839215,27,30,bull,bull
2017-11-29,22597.199219,21545.455781,20060.867998,0.01735976,0.95839215,27,30,bull,bull
2017-11-30,22724.960938,21601.765000,20079.954453,0.01758538,0.94650733,26,30,bull,bull
2017-12-01,22819.029297,21652.157969,20097.154951,0.01764924,0.94650733,26,30,bull,bull
2017-12-04,22707.160156,21700.091953,20113.395000,0.01758431,0.94650733,26,30,bull,bull
2017-12-05,22622.380859,21745.589961,20130.312002,0.01747891,0.93522817,25,30,bull,bull
2017-12-06,22177.039062,21783.201758,20144.007295,0.01713181,0.93522817,25,30,bull,bull
2017-12-07,22498.029297,21825.210742,20159.759795,0.01694090,0.94650733,26,30,bull,bull
2017-12-08,22811.080078,21874.828555,20177.642100,0.01688609,0.94650733,26,30,bull,bull
2017-12-11,22938.730469,21928.262148,20196.080352,0.01684411,0.95839215,27,30,bull,bull
2017-12-12,22866.169922,21978.323359,20213.504004,0.01680166,0.97129581,28,30,bull,bull
2017-12-13,22758.070312,22026.359180,20230.395010,0.01680162,0.95941099,27,30,bull,bull
2017-12-14,22694.449219,22072.232578,20247.009951,0.01696560,0.95941099,27,30,bull,bull
2017-12-15,22553.220703,22111.015586,20263.358359,0.01705018,0.82562139,24,30,bull,bull
2017-12-18,22901.769531,22156.517773,20282.329854,0.01722941,0.93781516,27,30,bull,bull
2017-12-19,22868.000000,22201.306563,20301.074902,0.01734796,0.93781516,27,30,bull,bull
2017-12-20,22891.720703,22245.326758,20318.565811,0.01739129,0.92593033,26,30,bull,bull
2017-12-21,22866.099609,22286.178555,20335.072305,0.01729873,0.93781516,27,30,bull,bull
2017-12-22,22902.759766,22326.608359,20352.240254,0.01723328,0.83852505,25,30,bull,bull
2017-12-25,22939.179688,22366.297539,20370.040449,0.01722832,0.85040988,26,30,bull,bull
2017-12-26,22892.689453,22401.047734,20387.783145,0.01720623,0.65900533,23,30,bull,bull
2017-12-27,22911.210938,22434.160742,20406.069053,0.01720768,0.65900533,23,30,bull,bull
2017-12-28,22783.980469,22463.117969,20423.396055,0.01710370,0.65900533,23,30,bull,bull
2017-12-29,22764.939453,22491.155742,20439.197705,0.01701946,0.67190899,24,30,bull,bull
2018-01-04,23506.330078,22532.311953,20458.560605,0.01716098,0.93781516,27,30,bull,bull
2018-01-05,23714.529297,22577.449727,20479.085752,0.01732580,0.95141526,28,30,bull,bull
2018-01-09,23849.990234,22620.516523,20500.448799,0.01769467,0.95141526,28,30,bull,bull
2018-01-10,23788.199219,22660.177109,20521.439092,0.01794066,0.93781516,27,30,bull,bull
2018-01-11,23710.429688,22700.233320,20542.383291,0.01807650,0.93781516,27,30,bull,bull
2018-01-12,23653.820312,22738.514141,20563.372988,0.01818633,0.85040988,26,30,bull,bull
2018-01-15,23714.880859,22772.642773,20586.740488,0.01846471,0.92593033,26,30,bull,bull
2018-01-16,23951.810547,22811.445586,20611.072988,0.01881713,0.92593033,26,30,bull,bull
2018-01-17,23868.339844,22848.580195,20634.102041,0.01911848,0.91302667,25,30,bull,bull
2018-01-18,23763.369141,22875.445977,20657.990937,0.01947518,0.91302667,25,30,bull,bull
2018-01-19,23808.060547,22900.824805,20681.016895,0.01965687,0.91302667,25,30,bull,bull
2018-01-22,23816.330078,22926.184414,20704.011143,0.01984802,0.91302667,25,30,bull,bull
2018-01-23,24124.150391,22949.915430,20729.315791,0.02021550,0.91302667,25,30,bull,bull
2018-01-24,23940.779297,22970.454609,20754.473389,0.02062452,0.91302667,25,30,bull,bull
2018-01-25,23669.490234,22986.470195,20777.904687,0.02091487,0.91302667,25,30,bull,bull
2018-01-26,23631.880859,23005.479414,20802.012842,0.02120626,0.91302667,25,30,bull,bull
2018-01-29,23629.339844,23030.446406,20825.853193,0.02148689,0.91302667,25,30,bull,bull
2018-01-30,23291.970703,23048.685625,20849.327744,0.02172190,0.82562139,24,30,bull,bull
2018-01-31,23098.289062,23070.085000,20871.496035,0.02194052,0.82615820,24,30,bull,bull
2018-02-01,23486.109375,23092.784805,20894.937178,0.02229733,0.82283095,24,30,bull,bull
2018-02-02,23274.529297,23110.339375,20917.570479,0.02243608,0.80334165,23,30,bull,bull
2018-02-05,22682.080078,23118.745781,20938.217832,0.02241956,0.74602718,20,30,bull,bull
2018-02-06,21610.240234,23102.620977,20954.134834,0.02213054,0.73474801,19,30,bull,bull
2018-02-07,21645.369141,23085.065352,20970.683525,0.02189147,0.56813195,18,30,bull,bull
2018-02-08,21890.859375,23071.865547,20988.361523,0.02171015,0.73474801,19,30,bull,bull
2018-02-09,21382.619141,23049.598125,21003.181670,0.02138796,0.56813195,18,30,bull,bull
2018-02-13,21244.679688,23024.766914,21017.244072,0.02091169,0.56813195,18,30,bull,bull
2018-02-14,21154.169922,22995.906328,21030.862471,0.02036718,0.56813195,18,30,bull,bull
2018-02-15,21464.980469,22970.706719,21045.083623,0.01991759,0.74602718,20,30,bull,bull
2018-02-16,21720.250000,22948.731133,21059.305469,0.01942660,0.74602718,20,30,bull,bull
2018-02-19,22149.210938,22937.572148,21074.654873,0.01903378,0.74602718,20,30,bull,bull
2018-02-20,21925.099609,22923.626523,21087.833223,0.01853854,0.74602718,20,30,bull,bull
2018-02-21,21970.810547,22919.501953,21101.427930,0.01795101,0.74602718,20,30,bull,bull
2018-02-22,21736.439453,22904.270156,21114.126426,0.01732894,0.74602718,20,30,bull,bull
2018-02-23,21892.779297,22885.904141,21127.037725,0.01680309,0.74602718,20,30,bull,bull
2018-02-26,22153.630859,22870.202148,21140.577383,0.01627557,0.74602718,20,30,bull,bull
2018-02-27,22389.859375,22860.675938,21153.048184,0.01571100,0.74602718,20,30,bull,bull
2018-02-28,22068.240234,22846.879336,21164.174385,0.01510105,0.74602718,20,30,bull,bull
2018-03-01,21724.470703,22827.479766,21173.296289,0.01445992,0.72688531,19,30,bull,bull
2018-03-02,21181.640625,22800.048164,21179.396738,0.01361380,0.67653991,17,30,bull,bull
2018-03-05,21042.089844,22762.854570,21185.187686,0.01279390,0.67653991,17,30,range,bull
2018-03-06,21417.759766,22733.849766,21192.927236,0.01216481,0.67653991,17,30,bull,bull
2018-03-07,21252.720703,22701.069766,21199.591738,0.01171401,0.67653991,17,30,bull,bull
2018-03-08,21368.070312,22671.109180,21207.357686,0.01128595,0.67653991,17,30,bull,bull
2018-03-09,21469.199219,22642.437969,21216.934385,0.01089046,0.68854368,17,30,bull,bull
2018-03-12,21824.029297,22620.134961,21228.100732,0.01070881,0.68854368,17,30,bull,bull
2018-03-13,21968.099609,22601.643164,21239.549834,0.01057730,0.70859952,18,30,bull,bull
2018-03-14,21777.289062,22578.964727,21250.369883,0.01043739,0.70859952,18,30,bull,bull
2018-03-15,21803.949219,22559.364102,21260.674727,0.01024425,0.70859952,18,30,bull,bull
2018-03-16,21676.509766,22537.595508,21269.991621,0.01000442,0.70859952,18,30,bull,bull
2018-03-19,21480.900391,22497.086914,21278.961924,0.00969444,0.70859952,18,30,bull,bull
2018-03-20,21380.970703,22450.415742,21287.453926,0.00946616,0.67653991,17,30,bull,bull
2018-03-22,21591.990234,22405.255742,21297.024629,0.00926936,0.70859952,18,30,bull,bull
2018-03-23,20617.859375,22341.848945,21301.861074,0.00889142,0.63656595,14,30,range,bull
2018-03-26,20766.099609,22282.962344,21306.391426,0.00848930,0.63656595,14,30,range,bull
2018-03-27,21317.320312,22236.232344,21312.091631,0.00811304,0.66399308,16,30,bull,bull
2018-03-28,21031.310547,22182.560937,21316.394082,0.00772210,0.66399308,16,30,range,bull
2018-03-29,21159.080078,22126.706328,21322.289980,0.00747091,0.65276243,15,30,range,bull
2018-03-30,21454.300781,22078.425547,21329.638389,0.00738393,0.66862556,15,30,bull,bull
2018-04-02,21388.580078,22030.929766,21337.034990,0.00744300,0.63656595,14,30,bull,bull
2018-04-03,21292.289062,21980.614336,21343.430137,0.00746949,0.63656595,14,30,range,bull
2018-04-04,21319.550781,21930.678750,21350.484990,0.00743445,0.63656595,14,30,range,bull
2018-04-05,21645.419922,21881.104141,21359.218340,0.00752970,0.64779660,15,30,bull,bull
2018-04-06,21567.519531,21833.638945,21367.638340,0.00755779,0.63656595,14,30,bull,bull
2018-04-09,21678.259766,21793.814336,21376.870537,0.00753814,0.62063866,14,30,bull,bull
2018-04-10,21794.320312,21757.063125,21386.125840,0.00744415,0.64779660,15,30,bull,bull
2018-04-11,21687.099609,21718.218320,21394.222588,0.00728230,0.64779660,15,30,bull,bull
2018-04-12,21660.279297,21685.584492,21401.371934,0.00710586,0.66693846,16,30,bull,bull
2018-04-13,21778.740234,21659.193516,21409.571689,0.00700340,0.71519455,18,30,bull,bull
2018-04-16,21835.529297,21626.181914,21418.196787,0.00696781,0.68313494,17,30,bull,bull
2018-04-17,21847.589844,21597.643125,21426.771387,0.00694627,0.68313494,17,30,bull,bull
2018-04-18,22158.199219,21587.165508,21436.795635,0.00701548,0.74134148,20,30,bull,bull
2018-04-19,22191.179688,21598.784297,21446.626084,0.00702452,0.72707938,19,30,bull,bull
2018-04-20,22162.240234,21609.121719,21456.785234,0.00727280,0.68313494,17,30,bull,bull
2018-04-23,22088.039062,21613.065312,21466.123926,0.00749693,0.68313494,17,30,bull,bull
2018-04-24,22278.119141,21630.975312,21477.347373,0.00775408,0.71060589,19,30,bull,bull
2018-04-25,22215.320312,21650.388125,21488.144971,0.00805722,0.74258255,20,30,bull,bull
2018-04-26,22319.609375,21673.696914,21499.581270,0.00831483,0.71661559,18,30,bull,bull
2018-04-27,22467.869141,21693.754688,21511.512461,0.00852682,0.72948013,20,30,bull,bull
2018-05-01,22508.029297,21709.510273,21524.082305,0.00876632,0.76069932,22,30,bull,bull
2018-05-02,22472.779297,21715.981641,21536.800752,0.00905996,0.77765484,22,30,bull,bull
2018-05-07,22467.160156,21726.822852,21548.731650,0.00928535,0.76405474,21,30,bull,bull
2018-05-08,22508.689453,21737.580430,21560.297695,0.00941417,0.73199513,20,30,bull,bull
2018-05-09,22408.880859,21751.029258,21571.850195,0.00955706,0.68022868,18,30,bull,bull
2018-05-10,22497.179688,21763.117266,21583.837041,0.00968180,0.77765484,22,30,bull,bull
2018-05-11,22758.480469,21775.214258,21597.035146,0.00986197,0.77765484,22,30,bull,bull
2018-05-14,22865.859375,21784.734258,21611.364893,0.01014958,0.77765484,22,30,bull,bull
2018-05-15,22818.019531,21799.729844,21625.350693,0.01046563,0.76528798,21,30,bull,bull
2018-05-16,22717.230469,21819.585039,21638.213896,0.01067944,0.76528798,21,30,bull,bull
2018-05-17,22838.369141,21852.719609,21651.906992,0.01091176,0.78039207,22,30,bull,bull
2018-05-18,22930.359375,21890.485000,21666.680439,0.01119670,0.78039207,22,30,bull,bull
2018-05-21,23002.369141,21922.177188,21681.916289,0.01143458,0.78039207,22,30,bull,bull
2018-05-22,22960.339844,21956.329570,21696.467187,0.01164944,0.78039207,22,30,bull,bull
2018-05-23,22689.740234,21982.762969,21709.517686,0.01177867,0.78039207,22,30,bull,bull
2018-05-24,22437.009766,22002.119180,21721.903535,0.01191550,0.76210628,21,30,bull,bull
2018-05-25,22450.789062,22014.654375,21734.531582,0.01197467,0.74700219,20,30,bull,bull
2018-05-28,22481.089844,22024.914180,21747.008086,0.01204679,0.74700219,20,30,bull,bull
2018-05-29,22358.429688,22036.536992,21758.400039,0.01203832,0.69874610,18,30,bull,bull
2018-05-30,22018.519531,22040.828398,21768.346338,0.01193937,0.67960424,17,30,bull,bull
2018-05-31,22201.820312,22051.334609,21779.593789,0.01187096,0.69874610,18,30,bull,bull
