date,close,base_position_v3,market_regime,ret1,ret3,ret5,ret10,ret20,dist_ma20,dist_ma50,dist_ma200,ma50_over_ma200,ma200_slope20,volume_ratio60,breakout20,breakout60,breakdown20,breakdown60,below200,dist_res20,dist_sup20,dist_sup60,future20_return,future20_drawdown,adjustment_label,component_b20_vol_count,component_b60_vol_count,component_vol_down_count,component_bd20_vol_count,weighted_b20_vol,weighted_b60_vol,weighted_vol_down,weighted_bd20_vol,component_above200_breadth,avg_component_vr,regime_bull,regime_range,regime_bear
2017-04-07,18664.63085938,0.00000000,bull,0.00363339,-0.00774148,-0.01293699,-0.03103946,-0.03385079,-0.02872074,-0.02969338,0.04993592,0.08206612,0.01457848,1.28021971,0,0,0,0,0,-0.05045917,0.00712151,0.00712151,0.06619252,-0.02357138,1,0,0,10,0,0,0,0.57582563,0,0.72603707,1.20027188,1,0,0
2017-04-10,18797.88085938,0.00000000,bull,0.00713917,-0.00336079,-0.00976386,-0.00988692,-0.04114994,-0.02011931,-0.02201602,0.05661580,0.08040194,0.01458765,0.87681521,0,0,0,0,0,-0.04368023,0.01514525,0.01514525,0.06190431,-0.03049286,1,0,0,0,0,0,0,0,0,0.73840392,0.73323263,1,0,0
2017-04-11,18747.86914062,0.00000000,bull,-0.00266050,0.00810927,-0.00331632,-0.02369438,-0.04512031,-0.02066711,-0.02393796,0.05280938,0.07862958,0.01469097,0.82882078,0,0,0,0,0,-0.04622452,0.01244446,0.01244446,0.06059522,-0.02790661,1,0,0,1,0,0,0,0.02005584,0,0.73840392,0.80716720,1,0,0
2017-04-12,18552.60937500,0.00000000,bull,-0.01041504,-0.00600181,-0.01636476,-0.03459720,-0.05389687,-0.02861933,-0.03347874,0.04092420,0.07698013,0.01475025,0.91883493,0,0,0,0,0,-0.05524831,0.00189981,0.00189981,0.07100027,-0.01767566,1,0,0,3,2,0,0,0.06991608,0.04275814,0.73840392,1.08136147,1,0,0
2017-04-13,18426.83984375,0.00000000,bull,-0.00677908,-0.01973845,-0.00915310,-0.03338265,-0.05876889,-0.03252755,-0.03954177,0.03311783,0.07565098,0.01463330,0.97765952,0,0,1,1,0,-0.06076512,-0.00182822,-0.00182822,0.08102206,-0.01097096,1,0,0,10,7,0,0,0.42303659,0.11685911,0.72603707,1.10103316,1,0,0
2017-04-14,18335.63085938,0.00000000,bull,-0.00494979,-0.02198854,-0.01762692,-0.03033587,-0.06403781,-0.03439987,-0.04357674,0.02735389,0.07416239,0.01438721,0.00000000,0,0,0,0,0,-0.06541414,0.00168864,0.00168864,0.08067625,-0.00605112,1,0,0,10,4,0,0,0.46542226,0.09145401,0.72603707,1.14436930,1,0,0
2017-04-17,18355.25976562,0.00000000,bull,0.00107053,-0.01063730,-0.02354633,-0.03308029,-0.05974565,-0.03016252,-0.04197423,0.02780011,0.07283138,0.01421581,0.00000000,0,0,0,0,0,-0.06099242,0.00380238,0.00380238,0.06530006,-0.00152162,1,0,0,1,0,0,0,0.02514062,0,0.72603707,0.69741815,1,0,0
2017-04-18,18418.58984375,0.00000000,bull,0.00345024,-0.00044772,-0.01756356,-0.02082163,-0.05331504,-0.02380843,-0.03810356,0.03073537,0.07156585,0.01402534,0.76687033,0,0,0,0,0,-0.05473662,0.01063998,0.01063998,0.06364059,-0.00495476,1,0,0,0,0,0,0,0,0,0.72603707,0.71933331,1,0,0
2017-04-19,18432.19921875,0.00000000,bull,0.00073889,0.00526671,-0.00649020,-0.02274875,-0.03199251,-0.02039435,-0.03683135,0.03049742,0.06990340,0.01425464,0.99720705,0,0,0,0,0,-0.04476831,0.01138673,0.01138673,0.06760344,-0.00061734,1,0,0,2,1,0,0,0.02409361,0.01220879,0.70969660,1.01573882,1,0,0
2017-04-20,18430.49023438,0.00000000,bull,-0.00009272,0.00409858,0.00019810,-0.00895681,-0.03431017,-0.01889698,-0.03643871,0.02950313,0.06843554,0.01457243,0.96643519,0,0,0,0,0,-0.04485688,0.01129296,0.01129296,0.06417567,0.00607307,1,0,0,4,1,0,0,0.06085926,0.01188483,0.69748782,1.05372937,1,0,0
2017-04-21,18620.75000000,0.00000000,bull,0.01032310,0.01097588,0.01555000,-0.00235102,-0.03331750,-0.00703833,-0.02590397,0.03922888,0.06686492,0.01492080,0.93694390,0,0,0,0,0,-0.03499684,0.02173264,0.02173264,0.06026774,0.01178153,1,0,0,0,0,0,0,0,0,0.70969660,1.18648639,1,0,0
2017-04-24,18875.88085938,0.00000000,bull,0.01370143,0.02407101,0.02836359,0.00414940,-0.00577854,0.00829201,-0.01226095,0.05257080,0.06563652,0.01512252,0.81556304,0,0,0,0,0,-0.01950102,0.03573183,0.03573183,0.04965331,-0.00046045,1,2,0,0,0,0.16880397,0,0,0,0.86122423,1.05577436,1,0,0
2017-04-25,19079.33007812,0.00000000,bull,0.01077826,0.03520470,0.03587355,0.01767993,-0.00643336,0.01945837,-0.00108894,0.06293770,0.06409644,0.01536018,0.98599003,0,0,0,0,0,-0.00893294,0.04689522,0.04689522,0.03184125,0.00342198,0,1,0,2,0,0.16661606,0,0.04991815,0,0.88993155,1.01769628,1,0,0
2017-04-26,19289.42968750,0.00000000,bull,0.01101190,0.03591046,0.04650723,0.03971518,0.00374395,0.03102483,0.01031278,0.07362678,0.06266772,0.01558540,1.07821353,1,0,0,0,0,0.00198059,0.05842352,0.05842352,0.02038114,-0.00750725,0,3,2,1,0,0.29358370,0.28103686,0.02005584,0,0.88993155,1.08139935,1,0,0
2017-04-27,19251.86914062,0.00000000,bull,-0.00194721,0.01991898,0.04456631,0.04477324,0.00989594,0.02881938,0.00829220,0.07048945,0.06168574,0.01582125,0.97300001,0,0,0,0,0,-0.00194721,0.05636255,0.05636255,0.02212671,-0.00557089,0,1,1,2,0,0.16661606,0.16661606,0.04285205,0,0.88993155,1.01111804,1,0,0
2017-04-28,19196.74023438,0.00000000,bull,-0.00286356,0.00615379,0.03093271,0.04696372,0.01520316,0.02535644,0.00560093,0.06636192,0.06042256,0.01614778,0.98419550,0,0,0,0,0,-0.00480519,0.05333759,0.05333759,0.02364100,-0.00271510,0,2,1,6,0,0.03338988,0.01828579,0.34933940,0,0.88993155,1.24462381,1,0,0
2017-05-01,19310.51953125,0.00000000,bull,0.00592701,0.00109334,0.02302614,0.05204284,0.01724096,0.03064246,0.01172097,0.07154603,0.05913197,0.01662895,0.89210923,1,0,0,0,0,0.00109334,0.05958074,0.05958074,0.02845650,0.00126874,0,6,4,2,1,0.19369262,0.15850922,0.02656949,0.01290366,0.73840392,1.16760009,1,0,0
2017-05-02,19445.69921875,0.00000000,bull,0.00700031,0.01006812,0.01920241,0.05576482,0.03378207,0.03695160,0.01872232,0.07784074,0.05803193,0.01710278,0.94859997,1,0,0,0,0,0.00696426,0.06699813,0.06699813,0.03762169,0.00020731,1,3,3,1,0,0.14901419,0.14901419,0.01366583,0,0.73840392,1.05996016,1,0,0
2017-05-08,19895.69921875,0.00000000,bull,0.02314136,0.03641030,0.03143014,0.07939910,0.05484412,0.05915357,0.04208444,0.10145901,0.05697673,0.01769212,1.25298430,1,1,0,0,0,0.02216357,0.09168993,0.09168993,0.01382817,-0.02241533,0,18,9,3,0,0.63102262,0.38364013,0.19299931,0,0.90720790,1.77529076,1,0,0
2017-05-09,19843.00000000,0.00000000,bull,-0.00264877,0.02757463,0.03070512,0.07663984,0.06699658,0.05344754,0.03876460,0.09726980,0.05632190,0.01805650,1.03445388,0,0,0,0,0,-0.00433932,0.08879829,0.08879829,0.00689918,-0.01981906,0,6,4,10,0,0.10252658,0.07148894,0.41577017,0,0.90720790,1.27748388,1,0,0
2017-05-10,19900.08984375,0.00000000,bull,0.00287708,0.02336715,0.03663901,0.06870507,0.06619252,0.05299582,0.04124832,0.09928776,0.05574025,0.01832647,1.07742420,0,0,0,0,0,-0.00147473,0.09193084,0.09193084,0.00424768,-0.02263102,0,4,3,9,0,0.22331705,0.19310574,0.28712952,0,0.94068855,1.23767833,1,0,0
2017-05-11,19961.55078125,0.00000000,bull,0.00308848,0.00330984,0.03371381,0.05751625,0.06190431,0.05280670,0.04388671,0.10156668,0.05525501,0.01857191,1.13946786,1,1,0,0,0,0.00115462,0.09530324,0.09530324,-0.00261959,-0.02564031,0,5,3,7,0,0.14892029,0.04170801,0.11951027,0,0.92434809,1.30793279,1,0,0
2017-05-12,19883.90039062,0.00000000,bull,-0.00389000,0.00206120,0.02253461,0.04216974,0.06059522,0.04550295,0.03908914,0.09620007,0.05496249,0.01861387,1.14488165,0,0,0,0,0,-0.00530462,0.09104252,0.09104252,0.00650573,-0.02183525,0,2,1,13,1,0.04917476,0.03348065,0.69197579,0.01290366,0.92434809,1.56685663,1,0,0
2017-05-15,19869.84960938,0.00000000,bull,-0.00070664,-0.00151960,-0.00129926,0.03009005,0.07100027,0.04165311,0.03751295,0.09440397,0.05483404,0.01866415,1.07092179,0,0,0,0,0,-0.00600751,0.09027154,0.09027154,0.00194921,-0.02114355,0,1,1,1,0,0.02005584,0.02005584,0.01254683,0,0.92434809,0.97710689,1,0,0
2017-05-16,19919.82031250,0.00000000,bull,0.00251490,-0.00209054,0.00387141,0.03469539,0.08102206,0.04067957,0.03930724,0.09620639,0.05474719,0.01880738,1.09650529,0,0,0,0,0,-0.00350772,0.09301347,0.09301347,-0.00105776,-0.02359910,0,0,0,0,0,0,0,0,0,0.92434809,0.95523442,1,0,0
2017-05-17,19814.88085938,0.00000000,bull,-0.00526809,-0.00347113,-0.00428184,0.03220029,0.08067625,0.03117567,0.03326464,0.08946084,0.05438703,0.01907009,0.98938844,0,0,0,0,0,-0.00918116,0.08725537,0.08725537,0.00346400,-0.01842809,0,2,1,5,1,0.12808663,0.11442080,0.22733917,0.01634046,0.91213930,1.02849501,1,0,0
2017-05-18,19553.85937500,0.00000000,bull,-0.01317300,-0.01590300,-0.02042383,0.01260141,0.06530006,0.01369025,0.01938757,0.07422205,0.05379159,0.01926368,1.13996892,0,0,0,0,0,-0.02223322,0.07293295,0.07293295,0.01421514,-0.00289305,0,0,0,9,1,0,0,0.33206305,0.01634046,0.91213930,1.12746968,1,0,0
2017-05-19,19590.75976562,0.00000000,bull,0.00188712,-0.01651925,-0.01474261,0.00745978,0.06364059,0.01245767,0.02122110,0.07538474,0.05303811,0.01947884,0.97219107,0,0,0,0,0,-0.02038806,0.06893692,0.07495770,0.01799318,-0.00105299,0,1,1,3,0,0.11442080,0.11442080,0.04904017,0,0.91213930,1.10712374,1,0,0
2017-05-22,19678.27929688,0.00000000,bull,0.00446739,-0.00689389,-0.00964126,-0.01092799,0.06760344,0.01390968,0.02555702,0.07930896,0.05241243,0.01932128,0.65863993,0,0,0,0,0,-0.01601176,0.07371228,0.07975995,0.01979191,-0.00549583,0,1,0,2,0,0.01366583,0,0.03128648,0,0.91213930,0.80016052,1,0,0
2017-05-23,19613.27929688,0.00000000,bull,-0.00330313,0.00303878,-0.01538874,-0.01157691,0.06417567,0.00732690,0.02181360,0.07477260,0.05182843,0.01935254,0.70193157,0,0,0,0,0,-0.01926200,0.06473430,0.07619336,0.03146495,-0.00219996,0,2,2,3,0,0.04241697,0.04241697,0.13931727,0,0.91213930,0.85154148,1,0,0
2017-05-24,19742.98046875,0.00000000,bull,0.00661293,0.00777003,-0.00362861,-0.00789491,0.06026774,0.01091775,0.02818591,0.08100670,0.05137281,0.01929142,0.86144339,0,0,0,0,0,-0.01277645,0.06474670,0.08331015,0.02004807,-0.00875499,0,0,0,0,0,0,0,0,0,0.91213930,0.89669649,1,0,0
2017-05-25,19813.13085938,0.00000000,bull,0.00355318,0.00685281,0.01325935,-0.00743529,0.04965331,0.01160326,0.03138332,0.08387854,0.05089788,0.01933416,0.81327233,0,0,0,0,0,-0.00926867,0.05164508,0.08715935,0.01500918,-0.01226459,0,2,1,0,0,0.03347283,0.01980700,0,0,0.91213930,0.93627294,1,0,0
2017-05-26,19686.83984375,0.00000000,bull,-0.00637411,0.00375055,0.00490436,-0.00991056,0.03184125,0.00275593,0.02458674,0.07601506,0.05019420,0.01930076,0.72820763,0,0,0,0,0,-0.01558370,0.04344316,0.08022968,0.02264610,-0.00592827,0,1,0,0,0,0.01366583,0,0,0,0.76061168,0.83405573,1,0,0
2017-05-29,19682.57031250,0.00000000,bull,-0.00021687,-0.00305983,0.00021806,-0.00942530,0.02038114,0.00098974,0.02430793,0.07488546,0.04937726,0.01918629,0.58330685,0,0,0,0,0,-0.01579719,0.02809934,0.07999540,0.02391859,-0.00571264,0,1,0,0,0,0.01366583,0,0,0,0.91213930,0.62334214,1,0,0
2017-05-30,19677.84960938,0.00000000,bull,-0.00023984,-0.00682786,0.00329217,-0.01214723,0.02212671,-0.00024978,0.02398439,0.07366280,0.04851482,0.01910568,0.63526323,0,0,0,0,0,-0.01603324,0.02785276,0.07973638,0.02780996,-0.00450250,0,2,2,0,0,0.10107111,0.10107111,0,0,0.91213930,0.73323545,1,0,0
2017-05-31,19650.57031250,0.00000000,bull,-0.00138629,-0.00184232,-0.00468066,-0.00829228,0.02364100,-0.00271490,0.02245793,0.07112396,0.04759709,0.01909006,1.10426199,0,0,0,0,0,-0.01739731,0.02642785,0.07823954,0.02441862,0.00181929,0,1,1,2,1,0.08740528,0.08740528,0.03042102,0.01127916,0.91213930,1.46174041,1,0,0
2017-06-01,19860.02929688,0.00000000,bull,0.01065918,0.00901605,0.00236704,0.01565777,0.02845650,0.00675594,0.03329152,0.08154033,0.04669429,0.01895274,0.91644284,0,0,0,0,0,-0.00692357,0.03736873,0.08973269,0.01814053,-0.00527136,0,5,5,1,0,0.21175149,0.21175149,0.02005584,0,0.91213930,1.06942672,1,0,0
2017-06-02,20177.27929688,0.00000000,bull,0.01597430,0.02538030,0.02491205,0.02993858,0.03762169,0.02141553,0.04942804,0.09773945,0.04603594,0.01881274,1.33319544,1,1,0,0,0,0.00894013,0.04356136,0.10714041,-0.00712929,-0.02091161,0,3,3,2,0,0.07496174,0.07496174,0.02382599,0,0.92434809,1.33120791,1,0,0
2017-06-05,20170.82031250,0.00000000,bull,-0.00032011,0.02647506,0.02480621,0.02502968,0.01382817,0.01920130,0.04830545,0.09633628,0.04581759,0.01856537,0.87043082,0,0,0,0,0,-0.00340864,0.03707454,0.10678600,-0.00570227,-0.02059809,0,1,1,3,0,0.08740528,0.08740528,0.04973035,0,0.91213930,0.97453200,1,0,0
2017-06-06,19979.90039062,0.00000000,bull,-0.00946515,0.00603580,0.01534979,0.01869249,0.00689918,0.00885318,0.03716548,0.08495508,0.04607712,0.01832793,0.89586322,0,0,0,0,0,-0.01284153,0.02725847,0.09631010,0.00262510,-0.01123932,0,2,2,3,1,0.03347283,0.03347283,0.12677357,0.01290366,0.91213930,1.09418395,1,0,0
2017-06-07,19984.61914062,0.00000000,bull,0.00023617,-0.00954837,0.01699945,0.01223922,0.00424768,0.00874280,0.03644781,0.08425609,0.04612705,0.01817015,0.87142397,0,0,0,0,0,-0.01260839,0.02750108,0.09656902,0.00485432,-0.01147279,0,3,2,2,0,0.04583968,0.03347283,0.02934115,0,0.91213930,0.99338315,1,0,0
2017-06-08,19909.25976562,0.00000000,bull,-0.00377087,-0.01296727,0.00247887,0.00485178,-0.00261959,0.00472462,0.03176672,0.07927023,0.04604094,0.01798511,1.10100611,0,0,0,0,0,-0.01633171,0.02362651,0.09243400,0.00425936,-0.00773107,0,5,3,2,1,0.10119161,0.05861345,0.02840527,0.01619648,0.86737948,1.08957240,1,0,0
2017-06-09,20013.25976562,0.00000000,bull,0.00522370,0.00166965,-0.00812892,0.01658062,0.00650573,0.01010627,0.03616439,0.08401489,0.04618042,0.01781965,1.28237942,0,0,0,0,0,-0.01119333,0.02897363,0.09814055,-0.00420571,-0.01288745,0,3,1,9,1,0.28423265,0.08740528,0.14441770,0.01127916,0.89759080,1.61091001,1,0,0
2017-06-12,19908.58007812,0.00000000,bull,-0.00523052,-0.00380488,-0.01300097,0.01148274,0.00194921,0.00449498,0.02988050,0.07734802,0.04609032,0.01781149,0.98175449,0,0,0,0,0,-0.01636529,0.02359157,0.09239671,0.00865960,-0.00769720,0,0,0,5,0,0,0,0.53251660,0,0.71585186,0.93152892,1,0,0
2017-06-13,19898.75000000,0.00000000,bull,-0.00049376,-0.00052788,-0.00406160,0.01122584,-0.00105776,0.00390091,0.02863649,0.07589531,0.04594317,0.01780058,0.85265651,0,0,0,0,0,-0.01685098,0.02308616,0.09185732,0.01491202,-0.00720699,0,0,0,1,0,0,0,0.08740528,0,0.77954383,0.83066973,1,0,0
2017-06-14,19883.51953125,0.00000000,bull,-0.00076540,-0.00648271,-0.00505887,0.01185458,0.00346400,0.00318584,0.02696205,0.07408086,0.04588175,0.01783279,0.81714629,0,0,0,0,0,-0.01760348,0.02230309,0.09102162,0.01080600,-0.00644653,0,0,0,2,0,0,0,0.17916290,0,0.74606317,0.85555917,1,0,0
2017-06-15,19831.82031250,0.00000000,bull,-0.00260010,-0.00385561,-0.00388962,-0.00142039,0.01421514,0.00040424,0.02326204,0.07032326,0.04599136,0.01790955,0.94527143,0,0,0,0,0,-0.02015781,0.01964499,0.08818485,0.01351314,0.00125203,0,0,0,4,0,0,0,0.29546330,0,0.71585186,0.89090286,1,0,0
2017-06-16,19943.25976562,0.00000000,bull,0.00561922,0.00223681,-0.00349768,-0.01159817,0.01799318,0.00532092,0.02811167,0.07539926,0.04599460,0.01797943,1.20060341,0,0,0,0,0,-0.01465186,0.02287347,0.09429960,0.00880496,-0.00434279,0,1,0,6,0,0.01914186,0,0.22321845,0,0.74933252,1.34748117,1,0,0
2017-06-19,20067.75000000,0.00000000,bull,0.00624222,0.00926549,0.00799504,-0.00510987,0.01979191,0.01069839,0.03332227,0.08110772,0.04624447,0.01809517,0.70373205,0,0,0,0,0,-0.00850109,0.02542748,0.10113046,-0.00338054,-0.01051935,0,1,1,0,0,0.01643749,0.01643749,0,0,0.74933252,0.73774144,1,0,0
2017-06-20,20230.41015625,0.00000000,bull,0.00810555,0.02009850,0.01666739,0.01253809,0.03146495,0.01789234,0.04040524,0.08885281,0.04656606,0.01812684,0.88419928,0,0,0,0,0,-0.00046445,0.03373914,0.11005573,-0.01035821,-0.01847515,0,0,0,0,0,0,0,0,0,0.94328024,0.91861901,1,0,0
2017-06-21,20138.78906250,0.00000000,bull,-0.00452888,0.00980428,0.01283825,0.00771443,0.02004807,0.01171170,0.03395633,0.08285076,0.04728867,0.01831096,0.84775035,0,0,0,0,0,-0.00882564,0.02905746,0.10502842,0.00028804,-0.01400971,0,0,0,2,0,0,0,0.09863592,0,0.77954383,0.82029711,1,0,0
2017-06-22,20110.50976562,0.00000000,bull,-0.00140422,0.00213077,0.01405264,0.01010836,0.01500918,0.00928759,0.03094388,0.08023298,0.04780968,0.01843463,0.75944822,0,0,0,0,0,-0.01021747,0.02761243,0.10347672,-0.00053503,-0.01262322,0,0,0,1,0,0,0,0.01123064,0,0.77954383,0.76813313,1,0,0
2017-06-23,20132.66992188,0.00000000,bull,0.00110192,-0.00483135,0.00949745,0.00596655,0.02264610,0.00964631,0.03069278,0.08044452,0.04827020,0.01845359,0.72657801,0,0,0,0,0,-0.00912681,0.02874478,0.10469266,-0.00779827,-0.01371003,0,0,0,0,0,0,0,0,0,0.77954383,0.70400477,1,0,0
2017-06-26,20153.34960938,0.00000000,bull,0.00102717,0.00072301,0.00426553,0.01229468,0.02391859,0.00955480,0.03029063,0.08056638,0.04879764,0.01853549,0.69938539,0,0,0,0,0,-0.00810901,0.02980147,0.10582737,-0.00983213,-0.01472208,0,0,0,1,0,0,0,0.01366583,0,0.89759080,0.63971061,1,0,0
2017-06-27,20225.08984375,0.00000000,bull,0.00355972,0.00569752,-0.00026299,0.01640002,0.02780996,0.01195528,0.03226868,0.08346425,0.04959520,0.01851198,0.82494633,0,0,0,0,0,-0.00457816,0.03346728,0.10976380,-0.00864914,-0.01821695,0,0,0,0,0,0,0,0,0,0.89759080,0.79126446,1,0,0
2017-06-28,20130.41015625,0.00000000,bull,-0.00468130,-0.00011224,-0.00041606,0.01241685,0.02441862,0.00584097,0.02555380,0.07744038,0.05059372,0.01841303,1.06068723,0,0,0,0,0,-0.00923803,0.02762536,0.10456867,-0.00252203,-0.01359931,0,0,0,2,1,0,0,0.28103686,0.11442080,0.90979958,0.92434249,1,0,0
2017-06-29,20220.30078125,0.00000000,bull,0.00446541,0.00332209,0.00545939,0.01958874,0.01814053,0.00912274,0.02825293,0.08132422,0.05161306,0.01834402,1.09664913,0,0,0,0,0,-0.00481386,0.02712444,0.10950102,-0.01288116,-0.01798442,0,2,1,3,2,0.02790289,0.01569411,0.14099029,0.12808663,0.90979958,0.92861952,1,0,0
2017-06-30,20033.42968750,0.00000000,bull,-0.00924176,-0.00947636,-0.00492931,0.00452132,-0.00712929,-0.00110133,0.01682132,0.07041995,0.05271195,0.01821098,1.07889705,0,0,0,0,0,-0.01401113,0.01407669,0.09924729,-0.00540347,-0.00882422,0,0,0,6,3,0,0,0.35940410,0.31451752,0.89856894,1.10304052,1,0,0
2017-07-03,20055.80078125,0.00000000,bull,0.00111669,-0.00370630,-0.00484033,-0.00059544,-0.00570227,0.00037289,0.01629083,0.07077097,0.05360684,0.01803719,0.77532111,0,0,0,0,0,-0.01291009,0.01520910,0.10047480,-0.00349085,-0.00992981,0,0,0,0,0,0,0,0,0,0.89856894,0.76469355,1,0,0
2017-07-04,20032.34960938,0.00000000,bull,-0.00116930,-0.00929517,-0.00952976,-0.00979024,0.00262510,-0.00051013,0.01343492,0.06865073,0.05448383,0.01792209,0.93798220,0,0,0,0,0,-0.01406429,0.01402202,0.09918802,0.00238062,-0.00877077,0,2,1,1,1,0.03189059,0.01569411,0.01254683,0.01254683,0.90979958,0.89828450,1,0,0
2017-07-05,20081.63085938,0.00000000,bull,0.00246008,0.00240604,-0.00242316,-0.00283821,0.00485432,0.00181762,0.01428414,0.07040216,0.05532771,0.01785988,0.88929276,0,0,0,0,0,-0.01163881,0.01651660,0.10189212,-0.00260791,-0.01120330,0,2,0,0,0,0.03253694,0,0,0,0.95962070,0.92531381,1,0,0
2017-07-06,19994.06054688,0.00000000,bull,-0.00436072,-0.00307842,-0.01118877,-0.00579047,0.00425936,-0.00279233,0.00837305,0.06485017,0.05600816,0.01785891,0.88067642,0,0,0,0,0,-0.01594877,0.01208386,0.09708708,-0.00208714,-0.00687255,0,0,0,1,0,0,0,0.01619648,0,0.75827196,0.88020620,1,0,0
