symbol,policy_name,rebound_check_day,hold_days,signal_date,entry_date,trigger_date,exit_date,entry_price,exit_price,exit_reason,trade_return,entry_capital,exit_capital,hold_calendar_days
518800.SH,fail_to_rebound_d7_hold_15d,7,15,2022-07-20,2022-07-21,,2022-08-11,3.566999912261963,3.740000009536743,time_exit,0.0485001686375357,1096196.7840812865,1149362.5129691532,21
518800.SH,fail_to_rebound_d7_hold_15d,7,15,2022-08-22,2022-08-23,,2022-09-14,3.7160000801086426,3.7279999256134033,time_exit,0.0032292371491040583,1149362.5129691532,1153074.0770938208,22
518800.SH,fail_to_rebound_d7_hold_15d,7,15,2022-09-15,2022-09-16,,2022-10-14,3.688999891281128,3.7699999809265137,time_exit,0.02195719491259074,1153074.0770938208,1178392.3493532254,28
518800.SH,fail_to_rebound_d7_hold_15d,7,15,2022-10-14,2022-10-17,,2022-11-07,3.759999990463257,3.783999919891357,time_exit,0.006382959970471447,1178392.3493532254,1185913.9805486568,21
518800.SH,fail_to_rebound_d7_hold_15d,7,15,2023-02-03,2023-02-06,2023-02-14,2023-02-15,3.990000009536743,3.970999956130981,fail_to_rebound_d7,-0.004761918135425813,1185913.9805486568,1180266.7552576272,9
518800.SH,fail_to_rebound_d7_hold_15d,7,15,2023-02-15,2023-02-16,,2023-03-09,3.950999975204468,3.983000040054321,time_exit,0.008099231852866984,1180266.7552576272,1189826.0093566899,21
518800.SH,fail_to_rebound_d7_hold_15d,7,15,2023-05-18,2023-05-19,2023-05-29,2023-05-30,4.277999877929688,4.258999824523926,fail_to_rebound_d7,-0.00444134033378174,1189826.0093566899,1184541.5871111515,11
518800.SH,fail_to_rebound_d7_hold_15d,7,15,2023-09-27,2023-09-28,2023-10-16,2023-10-17,4.418000221252441,4.418000221252441,fail_to_rebound_d7,0.0,1184541.5871111515,1184541.5871111515,19
518800.SH,fail_to_rebound_d7_hold_15d,7,15,2023-11-10,2023-11-13,2023-11-21,2023-11-22,4.46999979019165,4.466000080108643,fail_to_rebound_d7,-0.0008947897697410001,1184541.5871111515,1183481.6714171718,9
518800.SH,fail_to_rebound_d7_hold_15d,7,15,2024-06-13,2024-06-14,,2024-07-05,5.189000129699707,5.308000087738037,time_exit,0.02293311911040874,1183481.6714171718,1210622.5975527675,21
518800.SH,fail_to_rebound_d7_hold_15d,7,15,2024-11-06,2024-11-07,2024-11-15,2024-11-18,5.800000190734863,5.684000015258789,fail_to_rebound_d7,-0.02000002959678815,1210622.5975527675,1186410.1097711716,11
518800.SH,fail_to_rebound_d7_hold_15d,7,15,2024-12-19,2024-12-20,,2025-01-13,5.804999828338623,6.0320000648498535,time_exit,0.039104262398608425,1186410.1097711716,1232803.8020160254,24
518800.SH,fail_to_rebound_d7_hold_15d,7,15,2025-02-28,2025-03-03,,2025-03-24,6.368000030517578,6.693999767303467,time_exit,0.0511934257574731,1232803.8020160254,1295915.2519280633,21
518800.SH,fail_to_rebound_d7_hold_15d,7,15,2025-04-07,2025-04-08,,2025-04-29,6.7829999923706055,7.465000152587891,time_exit,0.10054550508394322,1295915.2519280633,1426213.705479156,21
518800.SH,fail_to_rebound_d7_hold_15d,7,15,2025-05-12,2025-05-13,,2025-06-04,7.197999954223633,7.394000053405762,time_exit,0.02722980000397479,1426213.705479156,1465049.2194422812,22
518800.SH,fail_to_rebound_d7_hold_15d,7,15,2025-06-27,2025-06-30,,2025-07-21,7.230000019073486,7.327000141143799,time_exit,0.013416337733667572,1465049.2194422812,1484704.814566765,21
518800.SH,fail_to_rebound_d7_hold_15d,7,15,2025-10-28,2025-10-29,,2025-11-19,8.562000274658203,8.767999649047852,time_exit,0.024059725272301824,1484704.814566765,1520426.404515705,21
518800.SH,fail_to_rebound_d7_hold_15d,7,15,2026-02-02,2026-02-03,,2026-03-04,10.232000350952148,10.878000259399414,time_exit,0.063135250810185,1520426.404515705,1616418.906903232,29
518800.SH,fail_to_rebound_d7_hold_15d,7,15,2026-03-17,2026-03-18,2026-03-26,2026-03-27,10.508000373840332,9.251999855041504,fail_to_rebound_d7,-0.119528023802287,1616418.906903232,1423211.5493244356,9
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2021-01-08,2021-01-11,,2021-02-08,3.690000057220459,3.6659998893737793,time_exit,-0.006504110426696852,1000000.0,993495.8895733032,28
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2021-02-18,2021-02-19,2021-03-01,2021-03-02,3.586999893188477,3.500999927520752,fail_to_rebound_d7,-0.023975458106657466,993495.8895733032,969676.370493702,11
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2021-03-02,2021-03-03,,2021-03-31,3.526000022888184,3.470000028610229,time_exit,-0.015882017559399997,969676.370493702,954275.9533505858,28
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2021-06-17,2021-06-18,2021-06-28,2021-06-29,3.5999999046325684,3.586999893188477,fail_to_rebound_d7,-0.0036111143856872863,954275.9533505858,950829.953727526,11
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2021-08-06,2021-08-09,,2021-09-06,3.526000022888184,3.6649999618530273,time_exit,0.0394214231601131,950829.953727526,988313.0236867296,28
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2021-09-16,2021-09-17,2021-09-29,2021-09-30,3.555999994277954,3.5160000324249268,fail_to_rebound_d7,-0.011248583216364572,988313.0236867296,977195.9023959725,13
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2021-11-23,2021-11-24,2021-12-02,2021-12-03,3.565999984741211,3.525000095367432,fail_to_rebound_d7,-0.011497445190470024,977195.9023959725,965960.6460678229,9
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2022-01-28,2022-02-07,,2022-03-07,3.5789999961853027,3.888000011444092,time_exit,0.08633696998830365,965960.6460678229,1049358.7613772629,28
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2022-03-16,2022-03-17,,2022-04-18,3.7820000648498535,3.928999900817871,time_exit,0.03886827960005701,1049358.7613772629,1090145.531115244,32
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2022-04-25,2022-04-26,,2022-05-27,3.848999977111816,3.865000009536743,time_exit,0.004156932325297902,1090145.531115244,1094677.192312816,31
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2022-06-14,2022-06-15,,2022-07-13,3.8010001182556152,3.624000072479248,time_exit,-0.04656670357000603,1094677.192312816,1043701.6839935385,28
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2022-07-15,2022-07-18,,2022-08-15,3.595000028610229,3.76200008392334,time_exit,0.046453422526861576,1043701.6839935385,1092185.1993120874,28
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2022-08-22,2022-08-23,,2022-09-21,3.7160000801086426,3.7060000896453857,time_exit,-0.0026910630375887035,1092185.1993120874,1089246.0600920173,29
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2022-09-26,2022-09-27,,2022-11-01,3.697999954223633,3.763000011444092,time_exit,0.017577084376710017,1089246.0600920173,1108391.8299972536,35
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2022-11-03,2022-11-04,,2022-12-02,3.763000011444092,3.930000066757202,time_exit,0.044379499018130986,1108391.8299972536,1157581.704128321,28
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2023-02-03,2023-02-06,2023-02-14,2023-02-15,3.990000009536743,3.970999956130981,fail_to_rebound_d7,-0.004761918135425813,1157581.704128321,1152069.3948181951,9
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2023-02-15,2023-02-16,,2023-03-16,3.950999975204468,4.113999843597412,time_exit,0.041255345334318516,1152069.3948181951,1199598.415550519,28
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2023-05-18,2023-05-19,2023-05-29,2023-05-30,4.277999877929688,4.258999824523926,fail_to_rebound_d7,-0.00444134033378174,1199598.415550519,1194270.5907231937,11
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2023-09-27,2023-09-28,2023-10-16,2023-10-17,4.418000221252441,4.418000221252441,fail_to_rebound_d7,0.0,1194270.5907231937,1194270.5907231937,19
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2023-11-10,2023-11-13,2023-11-21,2023-11-22,4.46999979019165,4.466000080108643,fail_to_rebound_d7,-0.0008947897697410001,1194270.5907231937,1193201.969616312,9
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2024-06-13,2024-06-14,,2024-07-12,5.189000129699707,5.395999908447266,time_exit,0.03989203576287781,1193201.969616312,1240801.2252605823,28
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2024-11-06,2024-11-07,2024-11-15,2024-11-18,5.800000190734863,5.684000015258789,fail_to_rebound_d7,-0.02000002959678815,1240801.2252605823,1215985.1640316397,11
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2024-12-19,2024-12-20,,2025-01-20,5.804999828338623,6.027999877929688,time_exit,0.03841516902419739,1215985.1640316397,1262697.4396388314,31
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2025-02-28,2025-03-03,,2025-03-31,6.368000030517578,6.855000019073486,time_exit,0.07647612848964225,1262697.4396388314,1359263.651276193,28
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2025-04-07,2025-04-08,,2025-05-09,6.7829999923706055,7.422999858856201,time_exit,0.09435351130848524,1359263.651276193,1487514.9495680942,31
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2025-05-12,2025-05-13,,2025-06-11,7.197999954223633,7.327000141143799,time_exit,0.01792167098368358,1487514.9495680942,1514173.7030775642,29
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2025-06-27,2025-06-30,,2025-07-28,7.230000019073486,7.284999847412109,time_exit,0.007607168491497562,1514173.7030775642,1525692.2775622702,28
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2025-10-28,2025-10-29,,2025-11-26,8.562000274658203,8.904999732971191,time_exit,0.04006066892198046,1525692.2775622702,1586812.5307705146,28
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2026-02-02,2026-02-03,,2026-03-11,10.232000350952148,10.892000198364258,time_exit,0.06450350124848203,1586812.5307705146,1689167.4948301774,36
518800.SH,fail_to_rebound_d7_hold_20d,7,20,2026-03-17,2026-03-18,2026-03-26,2026-03-27,10.508000373840332,9.251999855041504,fail_to_rebound_d7,-0.119528023802287,1689167.4948301774,1487264.6423020666,9
