symbol,policy_name,sample_count,years_covered,events_per_year,win_rate,avg_return,median_return,avg_hold_calendar_days,terminal_capital,total_return,max_drawdown,cagr,strategy_name,premium_filter
518860.SH,fail_to_rebound_d3_hold_20d,19,6,3.1666666666666665,0.6842105263157895,0.010164891978724172,0.008931081591922796,22.68421052631579,1195083.1790393225,0.1950831790393226,-0.12672963831045025,0.03435662426380781,fail_to_rebound_d3_hold_20d,light_filter
159937.SZ,fail_to_rebound_d3_hold_20d,14,5,2.8,0.6428571428571429,0.013778052555777045,0.013451579165183136,23.928571428571427,1193483.7285043262,0.19348372850432627,-0.139991370779175,0.0340940892986914,fail_to_rebound_d3_hold_20d,strict_filter
159812.SZ,fail_to_rebound_d3_hold_20d,13,5,2.6,0.6923076923076923,0.014313292481277688,0.011904726707386182,25.53846153846154,1185765.4808710136,0.18576548087101363,-0.1395408525164532,0.03282318792559202,fail_to_rebound_d3_hold_20d,strict_filter
518890.SH,hold_15d_baseline,17,6,2.8333333333333335,0.6470588235294118,0.010297376481242456,0.013097041380990992,22.235294117647058,1181981.3145178964,0.18198131451789634,-0.19438923876843506,0.03241982446948688,hold_15d_baseline,light_filter
518680.SH,fail_to_rebound_d3_hold_20d,16,5,3.2,0.5,0.011353597405950627,0.0070548987444110645,18.5625,1179914.1886460602,0.17991418864606024,-0.14076448896323557,0.031855227432932676,fail_to_rebound_d3_hold_20d,strict_filter
518880.SH,fail_to_rebound_d3_hold_20d,14,5,2.8,0.5714285714285714,0.012706524417109446,0.013372244491852703,22.285714285714285,1176643.20938746,0.17664320938745992,-0.13864793317521107,0.03131242339891127,fail_to_rebound_d3_hold_20d,strict_filter
159934.SZ,fail_to_rebound_d3_hold_20d,14,5,2.8,0.5714285714285714,0.012627040331780384,0.011976720916270334,22.285714285714285,1174873.963331164,0.174873963331164,-0.13810670348279763,0.031018315298986465,fail_to_rebound_d3_hold_20d,strict_filter
518860.SH,fail_to_rebound_d5_hold_20d,13,5,2.6,0.6923076923076923,0.013394168109612777,0.009545846594343432,24.384615384615383,1174236.3866074749,0.17423638660747498,-0.18984347888008546,0.030879700808503552,fail_to_rebound_d5_hold_20d,strict_filter
518860.SH,fail_to_rebound_d3_hold_20d,13,5,2.6,0.6153846153846154,0.013302684369983874,0.009545846594343432,21.846153846153847,1171147.5018934421,0.17114750189344208,-0.12672963831045014,0.030397676169901855,fail_to_rebound_d3_hold_20d,strict_filter
518660.SH,fail_to_rebound_d5_hold_20d,14,5,2.8,0.6428571428571429,0.012025979200913108,0.015734896892441008,21.642857142857142,1170430.515263099,0.17043051526309894,-0.1874854831362197,0.030246216532877845,fail_to_rebound_d5_hold_20d,strict_filter
159937.SZ,fail_to_rebound_d5_hold_20d,15,5,3.0,0.6,0.011208547140802001,0.012646048992903447,20.666666666666668,1169822.0830691669,0.1698220830691668,-0.18690916090932352,0.030144788710516845,fail_to_rebound_d5_hold_20d,strict_filter
518880.SH,fail_to_rebound_d5_hold_20d,15,5,3.0,0.6,0.011112412291562368,0.011232846110282635,20.666666666666668,1168372.0204268063,0.1683720204268062,-0.18830639919295045,0.029902885559886183,fail_to_rebound_d5_hold_20d,strict_filter
518660.SH,hold_15d_baseline,17,6,2.8333333333333335,0.6470588235294118,0.009383045750413965,0.015258853709481324,22.235294117647058,1162105.1518286956,0.16210515182869556,-0.1891766724028705,0.02908401387313475,hold_15d_baseline,light_filter
518680.SH,hold_15d_baseline,17,6,2.8333333333333335,0.6470588235294118,0.009014342842305838,0.016179680703268362,22.235294117647058,1155747.4913857626,0.1557474913857626,-0.18947022391063262,0.02800726503902551,hold_15d_baseline,light_filter
