symbol,signal_date,entry_date,exit_date,entry_layers,layer_entry_dates,layer_entry_prices,layer_weights,total_weight,weighted_entry_price,exit_price,exit_reason,trade_return,entry_capital,exit_capital,hold_calendar_days,hold_trading_days,ret_5d,close_vs_ma20
518800.SH,2020-06-05,2020-06-08,2020-07-08,2,2020-06-08|2021-03-03,3.7380|3.5260,0.50|0.35,0.85,3.6507058424108174,3.890000104904175,time_exit,0.05571528682383083,1182309.75080367,1248182.4776843083,30,21,-0.0349473616149349,-0.0259719866157518
518800.SH,2020-08-24,2020-08-25,2020-09-22,2,2020-08-25|2020-11-24,4.0210|3.7360,0.50|0.35,0.85,3.9036470301011033,3.9660000801086426,time_exit,0.013577070902600385,1248182.4776843083,1265129.1396832117,28,21,-0.0288665233391057,-0.0211739833725221
518800.SH,2020-09-22,2020-09-23,2020-10-29,2,2020-09-23|2020-11-25,3.9470|3.6960,0.50|0.35,0.85,3.843647115370807,3.880000114440918,time_exit,0.008039252377260286,1265129.1396832117,1275299.8321269513,36,21,-0.0294944905188503,-0.0211282913156627
518800.SH,2020-11-23,2020-11-24,2020-12-22,2,2020-11-24|2021-03-03,3.7360|3.5260,0.50|0.35,0.85,3.649529457092285,3.819999933242798,time_exit,0.039703722474782585,1275299.8321269513,1325933.9827338564,28,21,-0.0262279440043123,-0.024561098242838
518800.SH,2021-01-08,2021-01-11,2021-02-08,2,2021-01-11|2021-03-03,3.6900|3.5260,0.50|0.35,0.85,3.6224706313189343,3.6659998893737793,time_exit,0.010213987389360002,1325933.9827338564,1339477.055712624,28,21,-0.0311658130901083,-0.023778795512458
518800.SH,2021-02-18,2021-02-19,2021-03-19,1,2021-02-19,3.5870,0.50,0.5,3.586999893188477,3.5390000343322754,time_exit,-0.006690808514846991,1339477.055712624,1330514.87122282,28,21,-0.0365098077057631,-0.0302930782505242
518800.SH,2021-03-30,2021-03-31,2021-04-29,1,2021-03-31,3.4700,0.50,0.5,3.470000028610229,3.624000072479248,time_exit,0.022190207867332168,1330514.87122282,1360039.272785831,29,21,-0.0236562462532049,-0.0204045873767433
518800.SH,2021-06-17,2021-06-18,2021-07-16,1,2021-06-18,3.6000,0.50,0.5,3.5999999046325684,3.688999891281128,time_exit,0.012361109584202001,1360039.272785831,1376850.8672755552,28,21,-0.063562403889443,-0.0569332781480346
518800.SH,2021-08-06,2021-08-09,2021-08-12,1,2021-08-09,3.5260,0.50,0.5,3.526000022888184,3.5369999408721924,fail_to_rebound_d3,0.0015598295395072848,1376850.8672755552,1378998.5199298277,3,4,-0.0290190755237841,-0.0264490539323712
518800.SH,2021-08-12,2021-08-13,2021-09-10,1,2021-08-13,3.5510,0.50,0.5,3.5510001182556152,3.6050000190734863,time_exit,0.007603477755500299,1378998.5199298277,1389483.7045009818,28,21,-0.0310785974985831,-0.0240037033316098
518800.SH,2021-09-16,2021-09-17,2021-10-26,1,2021-09-17,3.5560,0.50,0.5,3.555999994277954,3.5829999446868896,time_exit,0.0037963934831808377,1389483.7045009818,1394758.7313817353,39,21,-0.0238121999815135,-0.0241650713528496
518800.SH,2021-11-23,2021-11-24,2021-12-22,1,2021-11-24,3.5660,0.50,0.5,3.565999984741211,3.561000108718872,time_exit,-0.0007010482394466111,1394758.7313817353,1393780.9382286475,28,21,-0.0378182868521986,-0.0218473213488423
518800.SH,2022-01-28,2022-02-07,2022-03-07,1,2022-02-07,3.5790,0.50,0.5,3.5789999961853027,3.888000011444092,time_exit,0.04316848499415182,1393780.9382286475,1453948.3497457057,28,21,-0.0256032444392969,-0.0183498950873648
518800.SH,2022-03-16,2022-03-17,2022-04-18,2,2022-03-17|2022-07-18,3.7820|3.5950,0.50|0.35,0.85,3.705000049927655,3.928999900817871,time_exit,0.05138997859403572,1453948.3497457057,1528666.7243159711,32,21,-0.0392265589689223,-0.0153630147966244
518800.SH,2022-04-25,2022-04-26,2022-05-27,2,2022-04-26|2022-07-08,3.8490|3.6350,0.50|0.35,0.85,3.760882335550645,3.865000009536743,time_exit,0.02353171808955997,1528666.7243159711,1564638.8787254656,31,21,-0.0452368108012372,-0.0248174224714978
518800.SH,2022-06-14,2022-06-15,2022-07-13,2,2022-06-15|2022-07-18,3.8010|3.5950,0.50|0.35,0.85,3.7161765519310443,3.624000072479248,time_exit,-0.02108349978509866,1564638.8787254656,1531650.8152621004,28,21,-0.0205683355886332,-0.0184218825440456
518800.SH,2022-07-15,2022-07-18,2022-07-21,1,2022-07-18,3.5950,0.50,0.5,3.595000028610229,3.566999912261963,fail_to_rebound_d3,-0.0038943137865690702,1531650.8152621004,1525686.0863760156,3,4,-0.0219464275006758,-0.0443229869505739
518800.SH,2022-08-22,2022-08-23,2022-09-21,1,2022-08-23,3.7160,0.50,0.5,3.7160000801086426,3.7060000896453857,time_exit,-0.0013455315187943517,1525686.0863760156,1523633.2276590106,29,21,-0.0266082989583731,-0.0182868142444657
518800.SH,2022-09-26,2022-09-27,2022-11-01,1,2022-09-27,3.6980,0.50,0.5,3.697999954223633,3.763000011444092,time_exit,0.008788542188355009,1523633.2276590106,1537023.7425598714,35,21,-0.0257471513629427,-0.0399077057396016
518800.SH,2022-11-03,2022-11-04,2022-12-02,1,2022-11-04,3.7630,0.50,0.5,3.763000011444092,3.930000066757202,time_exit,0.022189749509065493,1537023.7425598714,1571129.9143967612,28,21,-0.0201119427505138,-0.0156516709797056
518800.SH,2023-02-03,2023-02-06,2023-02-09,1,2023-02-06,3.9900,0.50,0.5,3.990000009536743,3.96399998664856,fail_to_rebound_d3,-0.003258148223814372,1571129.9143967612,1566010.940256788,3,4,-0.0340661370961151,-0.0240567318136805
518800.SH,2023-02-09,2023-02-10,2023-03-10,1,2023-02-10,3.9530,0.50,0.5,3.953000068664551,4.010000228881836,time_exit,0.007209734281201419,1566010.940256788,1577301.4630174937,28,21,-0.0261441822155604,-0.0222869774027018
518800.SH,2023-05-18,2023-05-19,2023-06-16,1,2023-05-19,4.2780,0.50,0.5,4.277999877929688,4.302999973297119,time_exit,0.0029219373633466716,1577301.4630174937,1581910.2390955458,28,21,-0.0288876520486448,-0.0238438531476031
518800.SH,2023-09-27,2023-09-28,2023-10-11,1,2023-09-28,4.4180,0.50,0.5,4.418000221252441,4.296000003814697,fail_to_rebound_d3,-0.013807176474422922,1581910.2390955458,1560068.525257657,13,4,-0.0380345399509547,-0.0257715706209301
518800.SH,2023-11-10,2023-11-13,2023-12-11,1,2023-11-13,4.4700,0.50,0.5,4.46999979019165,4.497000217437744,time_exit,0.0030201821603369483,1560068.525257657,1564780.2163865431,28,21,-0.0295757089701543,-0.0188652506043084
518800.SH,2024-06-13,2024-06-14,2024-07-12,1,2024-06-14,5.1890,0.50,0.5,5.189000129699707,5.395999908447266,time_exit,0.019946017881438904,1564780.2163865431,1595991.350563111,28,21,-0.0295743560782135,-0.0215849507781614
518800.SH,2024-11-06,2024-11-07,2024-12-05,1,2024-11-07,5.8000,0.50,0.5,5.800000190734863,5.863999843597412,time_exit,0.005517211272232703,1595991.350563111,1604796.7720328239,28,21,-0.0433566083355746,-0.0164496194973466
518800.SH,2024-12-19,2024-12-20,2025-01-20,1,2024-12-20,5.8050,0.50,0.5,5.804999828338623,6.027999877929688,time_exit,0.019207584512098697,1604796.7720328239,1635621.0416563875,31,21,-0.0354604832848837,-0.0232653819347848
518800.SH,2025-02-28,2025-03-03,2025-03-31,1,2025-03-03,6.3680,0.50,0.5,6.368000030517578,6.855000019073486,time_exit,0.038238064244821124,1635621.0416563875,1698164.0241274259,28,21,-0.0343137409712601,-0.0193872071472498
518800.SH,2025-04-07,2025-04-08,2025-05-09,1,2025-04-08,6.7830,0.50,0.5,6.7829999923706055,7.422999858856201,time_exit,0.04717675565424262,1698164.0241274259,1778277.893354511,31,21,-0.0549186618798592,-0.026074827752523
518800.SH,2025-05-12,2025-05-13,2025-05-16,1,2025-05-13,7.1980,0.50,0.5,7.197999954223633,7.105000019073486,fail_to_rebound_d3,-0.006460123349651903,1778277.893354511,1766789.9988134815,3,4,-0.0275722669289472,-0.0258777659586898
518800.SH,2025-05-16,2025-05-19,2025-06-17,1,2025-05-19,7.1250,0.50,0.5,7.125,7.439000129699707,time_exit,0.022035096821032107,1766789.9988134815,1805721.3874997678,29,21,-0.0459914573469758,-0.0339484196131936
518800.SH,2025-06-27,2025-06-30,2025-07-28,1,2025-06-30,7.2300,0.50,0.5,7.230000019073486,7.284999847412109,time_exit,0.003803584245748781,1805721.3874997678,1812589.6009214735,28,21,-0.0280277140664747,-0.0229700788610074
518800.SH,2025-10-28,2025-10-29,2025-11-26,1,2025-10-29,8.5620,0.50,0.5,8.562000274658203,8.904999732971191,time_exit,0.02003033446099023,1812589.6009214735,1848896.3768684433,28,21,-0.0297233166453834,-0.021336561834419
518800.SH,2026-02-02,2026-02-03,2026-03-11,2,2026-02-03|2026-03-24,10.2320|9.0970,0.50|0.35,0.85,9.764647315530215,10.892000198364258,time_exit,0.09813461965849843,1848896.3768684433,2030337.1196004038,36,21,-0.0900053502634663,-0.0260762866615311
518800.SH,2026-03-17,2026-03-18,2026-03-23,2,2026-03-18|2026-03-23,10.5080|9.3570,0.50|0.35,0.85,10.034059187945198,9.357000350952148,fail_to_rebound_d3,-0.057354655844116496,2030337.1196004038,1913887.8328581878,5,4,-0.0437310336675683,-0.0230599596953552
518800.SH,2026-03-23,2026-03-24,2026-04-22,1,2026-03-24,9.0970,0.50,0.5,9.097000122070312,10.449999809265137,time_exit,0.07436515714187475,1913887.8328581878,2056214.4023006093,29,21,-0.1181217265405987,-0.1246039310921869
