trade_date,policy_name,selected_flag,future_ret_15d,hold_max_drawdown_15d,hold_max_runup_15d,symbol
2021-11-26,rule_baseline,1,0.0002779123720477,-0.0214127679519071,0.0005560761916161,159934.SZ
2021-11-29,rule_baseline,1,0.0022340639486049,-0.0173136010691893,0.0047472675310358,159934.SZ
2022-01-28,rule_baseline,1,0.0577839171301564,0.0044879905876415,0.0751752848864877,159934.SZ
2022-03-16,rule_baseline,1,0.0135529890080052,0.0058465181603997,0.0329524361042996,159934.SZ
2022-04-25,rule_baseline,1,-0.0200361705317588,-0.0241459725879257,0.0066785299569369,159934.SZ
2022-04-26,rule_baseline,1,-0.0051852905928886,-0.015037541986823,0.0160746704350875,159934.SZ
2022-04-27,rule_baseline,1,-0.0049249659575365,-0.0152928589341252,0.0158112887386827,159934.SZ
2022-04-28,rule_baseline,1,-0.0007792605831654,-0.0132467253382403,0.0179220539787088,159934.SZ
2022-05-12,rule_baseline,1,-0.0125867551005548,-0.0241459725879257,-0.002825612304066,159934.SZ
2022-05-13,rule_baseline,1,-0.0054503426264902,-0.0140149488407022,0.0075267530273162,159934.SZ
2022-05-16,rule_baseline,1,0.0002622551238702,-0.0041938303563683,0.0175624423169085,159934.SZ
2022-06-14,rule_baseline,1,-0.0149252485676903,-0.019638587763324,0.0057607281753613,159934.SZ
2022-07-05,rule_baseline,1,-0.0342903980648277,-0.0531632192038583,-0.0138224189665825,159934.SZ
2022-07-06,rule_baseline,1,-0.0176199314394738,-0.0344266541285495,-0.0078613038804414,159934.SZ
2022-07-07,rule_baseline,1,0.005767692256305,-0.0216973256657586,0.005767692256305,159934.SZ
2022-07-08,rule_baseline,1,0.0189612918583248,-0.0211594999463291,0.0206099945136424,159934.SZ
2022-07-11,rule_baseline,1,0.0189717169198395,-0.0206213260443328,0.0211711335992579,159934.SZ
2022-07-12,rule_baseline,1,0.0263808575813113,-0.0211594999463291,0.0313273382617786,159934.SZ
2022-07-15,rule_baseline,1,0.045112824552236,-0.0080755916725728,0.04678356499033,159934.SZ
2022-07-20,rule_baseline,1,0.0453408052470571,-0.0091793192012785,0.0492351133246606,159934.SZ
2022-08-22,rule_baseline,1,0.0096877231009862,-0.0094187852794592,0.0134552250463904,159934.SZ
2022-08-31,rule_baseline,1,-0.001074791895758,-0.0107497414624909,0.0096748888165691,159934.SZ
2022-09-01,rule_baseline,1,0.0100083217719197,-0.004327749410108,0.0162294730135514,159934.SZ
2022-09-06,rule_baseline,1,-0.0085379606383622,-0.0152082235394207,0.002401161956842,159934.SZ
2022-09-15,rule_baseline,1,0.0194279096041132,-0.0040475752030847,0.0248244732214271,159934.SZ
2022-09-16,rule_baseline,1,0.021650946870654,-0.0005411161393684,0.0278754648582233,159934.SZ
2022-09-19,rule_baseline,1,0.0134880767816043,-0.003776405384547,0.0245481899792474,159934.SZ
2022-09-20,rule_baseline,1,0.0150941345290451,-0.0045822002079793,0.0237194848247976,159934.SZ
2022-09-26,rule_baseline,1,0.0224264197044952,-0.0018914164374086,0.0262091304224076,159934.SZ
2022-10-14,rule_baseline,1,-0.0007946826978876,-0.0113908312503177,0.0063576412265407,159934.SZ
2022-10-19,rule_baseline,1,0.0348775702584298,-0.0063897425163067,0.0348775702584298,159934.SZ
2022-10-20,rule_baseline,1,0.038215003721209,-0.0026723233875566,0.0400856361334223,159934.SZ
2022-11-03,rule_baseline,1,0.0365950805449522,-0.0018562465730382,0.0450809675620822,159934.SZ
2023-02-03,rule_baseline,1,-0.0133928691566401,-0.0218252793572966,-0.0116566692770214,159934.SZ
2023-02-06,rule_baseline,1,-0.0017592121165777,-0.0087961742050622,0.0015078798681846,159934.SZ
2023-02-07,rule_baseline,1,0.0002515475295072,-0.0070493634140167,0.0032728496214722,159934.SZ
2023-02-08,rule_baseline,1,0.0040291900531035,-0.0067991870576814,0.0050364306408348,159934.SZ
2023-02-09,rule_baseline,1,0.001256863652967,-0.0085468774115268,0.0032679136881645,159934.SZ
2023-02-15,rule_baseline,1,0.0070653741905815,-0.0037848629893744,0.0186728805788283,159934.SZ
2023-05-18,rule_baseline,1,-0.0025587602017561,-0.0118630941826932,0.0093044391455501,159934.SZ
2023-09-27,rule_baseline,1,0.0172646450852183,-0.037219807854341,0.0217488750144956,159934.SZ
2023-09-28,rule_baseline,1,0.035291387979834,-0.0223134067787398,0.0375682683233333,159934.SZ
2023-11-10,rule_baseline,1,0.0059948779091816,-0.0144315521115625,0.0124334267719083,159934.SZ
2024-06-13,rule_baseline,1,0.0193932778546859,-0.0063362954682001,0.0247696364089191,159934.SZ
2024-11-06,rule_baseline,1,-0.0156750761975462,-0.0546098543898763,0.0037081103999154,159934.SZ
2024-11-11,rule_baseline,1,-0.004963302542174,-0.0400479539859622,0.0191682858693895,159934.SZ
2024-11-12,rule_baseline,1,0.0213950965300941,-0.0243520477679622,0.0358324201892115,159934.SZ
2024-11-13,rule_baseline,1,0.0230084551155136,-0.0223113486040059,0.0379990032779609,159934.SZ
2024-11-14,rule_baseline,1,0.0437645218183584,-0.0016010596302619,0.0594201760859955,159934.SZ
2024-11-15,rule_baseline,1,0.038564024987689,0.0094187914164616,0.0582903867972213,159934.SZ
2024-12-19,rule_baseline,1,0.0381180576261614,-0.0029191049144347,0.0382897696799517,159934.SZ
2025-02-28,rule_baseline,1,0.051583436683231,-0.0010975787486524,0.0589526104567981,159934.SZ
2025-04-07,rule_baseline,1,0.0865412514753452,-0.0032325404421279,0.1697032251138959,159934.SZ
2025-04-08,rule_baseline,1,0.0876808270221418,-0.0040917833794696,0.1633787204404773,159934.SZ
2025-05-12,rule_baseline,1,0.0139707834305644,-0.0505410648977548,0.0199972914709758,159934.SZ
2025-05-13,rule_baseline,1,0.019564619811152,-0.0449160660692741,0.0260401895442452,159934.SZ
2025-05-14,rule_baseline,1,0.028448397717804,-0.0380239890446361,0.0334443011259464,159934.SZ
2025-05-15,rule_baseline,1,0.0586049363456793,0.0127215584073838,0.0644654041310395,159934.SZ
2025-05-16,rule_baseline,1,0.0311004748159238,0.0022515423723745,0.0479875834013565,159934.SZ
2025-06-27,rule_baseline,1,0.0106163406723607,-0.0067557964885964,0.0175100181913199,159934.SZ
2025-06-30,rule_baseline,1,0.0178054193787366,-0.001932278701671,0.0187715899305846,159934.SZ
2025-10-28,rule_baseline,1,0.0217221443340411,-0.0044558272027597,0.068396942250597,159934.SZ
2025-10-30,rule_baseline,1,0.0241242411339963,-0.0056179379855368,0.0565101928537878,159934.SZ
2025-10-31,rule_baseline,1,0.0054484243745727,-0.0163451692036669,0.0451127335109535,159934.SZ
2026-02-02,rule_baseline,1,0.134433467137951,0.0164060137989174,0.1502604841355705,159934.SZ
2026-03-17,rule_baseline,1,-0.0496670892443148,-0.1631276432197568,0.0,159934.SZ
