"split_name","week_start","week_end","spot_weekly_return","spot_first_close","spot_last_close","next_week_return","next_week_positive_label","weekly_spot_return_min","weekly_spot_return_p10","weekly_spot_return_p25","weekly_spot_return_p50","weekly_spot_return_p75","weekly_spot_return_p90","weekly_spot_return_max","weekly_spot_close_position","weekly_spot_drawdown","weekly_spot_rebound","weekly_price_position_52w"
"train","2023-10-30","2023-11-02","0.04081609384121432","30696.96","31949.89","0.01934967538229393","1",,,,,,,,,,,"0.7728740609112763"
"train","2023-11-06","2023-11-10","-0.004291547635353221","32708.48","32568.11","0.031229629229328815","1",,,,,,,,,,,"0.8528277094706184"
"train","2023-11-13","2023-11-17","0.030691625714935444","32585.11","33585.2","0.00120082655455378","1",,,,,,,,,,,"0.9843667350815994"
"train","2023-11-20","2023-11-24","0.007113327740510655","33388.03","33625.53","-0.005770020576627233","0",,,,,,,,,,,"0.9895825654436039"
"train","2023-11-27","2023-12-01","-0.00048314277197769595","33447.67","33431.51","-0.03361050697381007","0",,,,,,,,,,,"0.9644901923507191"
"train","2023-12-04","2023-12-08","-0.027787382185513687","33231.27","32307.86","0.020511726867703528","1",,,,,,,,,,,"0.8191698901869189"
"train","2023-12-11","2023-12-15","0.005451057886422861","32791.8","32970.55","0.00602052437705769","1",,,,,,,,,,,"0.9048747903256888"
"train","2023-12-18","2023-12-22","0.012517789015408898","32758.98","33169.05","0.008897451087685582","1",,,,,,,,,,,"0.9305465564268007"
"train","2023-12-25","2023-12-29","0.006319234089823045","33254.03","33464.17","-0.0025923248656697373","0",,,,,,,,,,,"0.9687140708437277"
"train","2024-01-01","2024-01-05","0.002677518130249412","33288.29","33377.42","0.06590353598330845","1",,,,,,,,,,,"0.9574947977491612"
"train","2024-01-08","2024-01-12","0.053725093430180504","33763.18","35577.11","0.010854169998631091","1",,,,,,,,,,,"1.0"
"train","2024-01-15","2024-01-19","0.0017124494349722852","35901.79","35963.27","-0.005900464557310747","0",,,,,,,,,,,"1.0"
"train","2024-01-22","2024-01-26","-0.021776919825046925","36546.95","35751.07","0.011382876092939309","1",,,,,,,,,,,"0.9754098740596192"
"train","2024-01-29","2024-02-02","0.0036383883838038145","36026.94","36158.02","0.020449128575071418","1",,,,,,,,,,,"1.0"
"train","2024-02-05","2024-02-09","0.014943544287641108","36354.16","36897.42","0.0430875654720575","1",,,,,,,,,,,"1.0"
"train","2024-02-12","2024-02-16","0.013783331932882614","37963.97","38487.24","0.015886823788871407","1",,,,,,,,,,,"1.0"
"train","2024-02-19","2024-02-22","0.016332045589360078","38470.38","39098.68","0.02077154522863678","1",,,,,,,,,,,"1.0"
"train","2024-02-26","2024-03-01","0.01725837296549315","39233.71","39910.82","-0.005559394670417661","0",,,,,,,,,,,"1.0"
"train","2024-03-04","2024-03-08","-0.010478635466200648","40109.23","39688.94","-0.024724772190942934","0",,,,,,,,,,,"0.9823583151189115"
"train","2024-03-11","2024-03-15","-0.002906970004757814","38820.49","38707.64","0.056340040364124544","1",,,,,,,,,,,"0.9043351252243176"
"train","2024-03-18","2024-03-22","0.02888719903453496","39740.44","40888.43","-0.012692832666844844","0",,,,,,,,,,,"1.0"
"train","2024-03-25","2024-03-29","-0.0011055541973943317","40414.12","40369.44","-0.034118878042400436","0",,,,,,,,,,,"0.9611828465264337"
"train","2024-04-01","2024-04-05","-0.020375553757258413","39803.09","38992.08","0.013630203877300184","1",,,,,,,,,,,"0.8581650725647938"
"train","2024-04-08","2024-04-12","0.004485979123207251","39347.04","39523.55","-0.062119925968188716","0",,,,,,,,,,,"0.8898842755442536"
"train","2024-04-15","2024-04-19","-0.05516939907424412","39232.8","37068.35","0.023373309035875645","1",,,,,,,,,,,"0.6900307203957137"
"train","2024-04-22","2024-04-26","0.013252361666205026","37438.61","37934.76","0.007942847140722575","1",,,,,,,,,,,"0.7545152547500457"
"train","2024-04-29","2024-05-02","-0.004415755386055209","38405.66","38236.07","-0.0001820270754813169","0",,,,,,,,,,,"0.7738916054586001"
"train","2024-05-06","2024-05-10","-0.015604182814000667","38835.1","38229.11","0.014603269602666558","1",,,,,,,,,,,"0.7687573966555161"
"train","2024-05-13","2024-05-17","0.015922697701853172","38179.46","38787.38","-0.003642164023452854","0",,,,,,,,,,,"0.7915641542527437"
"train","2024-05-20","2024-05-24","-0.010841399264084006","39069.68","38646.11","-0.004093814358029801","0",,,,,,,,,,,"0.7751410933683108"
"train","2024-05-27","2024-05-31","-0.010594339026046673","38900.02","38487.9","0.00509328905967843","1",,,,,,,,,,,"0.7574423497030337"
"train","2024-06-03","2024-06-07","-0.006142892780957698","38923.03","38683.93","0.0033768544199102024","1",,,,,,,,,,,"0.7772498822844695"
"train","2024-06-10","2024-06-14","-0.005727728970832735","39038.16","38814.56","-0.005618767802597735","0",,,,,,,,,,,"0.79044917821424"
