config_name,sample_count,terminal_capital,total_return,max_drawdown,return_drawdown_ratio,win_rate,avg_trade_return,median_trade_return,avg_hold_trading_days,median_hold_trading_days,partial_exit_ratio,partial_exit_condition,trailing_drawdown,trailing_start_day,max_hold_days,loss_anchor_action
p0.50_canchor_return_gt_0.005_dd0.012_s18_h45_loss_hold_to_max,54,2160540.179575071,1.1605401795750714,-0.1472114494008746,7.883491292954938,0.7222222222222222,0.014619470374794904,0.013859110168858907,24.037037037037038,24.0,0.5,anchor_return_gt_0.005,0.012,18,45,hold_to_max
p0.50_canchor_return_gt_0.005_dd0.012_s18_h60_loss_hold_to_max,53,2288627.6858802247,1.2886276858802246,-0.1472114494008746,8.753583305678456,0.7358490566037735,0.01602603799692558,0.0139517349806631,26.09433962264151,24.0,0.5,anchor_return_gt_0.005,0.012,18,60,hold_to_max
p0.50_canchor_return_gt_0.005_dd0.015_s15_h45_loss_hold_to_max,59,2259803.596848976,1.2598035968489758,-0.14271275123632376,8.827547545228223,0.6610169491525424,0.014188182738052895,0.013842732634124721,23.389830508474578,23.0,0.5,anchor_return_gt_0.005,0.015,15,45,hold_to_max
p0.50_canchor_return_gt_0.005_dd0.015_s15_h60_loss_hold_to_max,58,2344944.3491593692,1.3449443491593693,-0.14271275123632376,9.424135807824362,0.6724137931034483,0.015105239388987144,0.013859110168858907,25.120689655172413,22.5,0.5,anchor_return_gt_0.005,0.015,15,60,hold_to_max
p0.50_canchor_return_gt_0.005_dd0.015_s18_h45_loss_hold_to_max,54,2169791.7952496926,1.1697917952496928,-0.1472114494008746,7.94633705469612,0.7037037037037037,0.014704812296175658,0.013859110168858907,26.203703703703702,24.5,0.5,anchor_return_gt_0.005,0.015,18,45,hold_to_max
p0.50_canchor_return_gt_0.005_dd0.015_s18_h60_loss_hold_to_max,52,2281530.293295945,1.281530293295945,-0.1472114494008746,8.705371073456268,0.7115384615384616,0.01627990514852398,0.014224723186537447,28.942307692307693,25.0,0.5,anchor_return_gt_0.005,0.015,18,60,hold_to_max
p0.50_canchor_return_gt_0.01_dd0.008_s15_h45_loss_hold_to_max,60,2204311.294716754,1.2043112947167538,-0.14271275123632376,8.43870841451642,0.6833333333333333,0.013515346942712957,0.011427554847451865,19.25,19.0,0.5,anchor_return_gt_0.01,0.008,15,45,hold_to_max
p0.50_canchor_return_gt_0.01_dd0.008_s15_h60_loss_hold_to_max,59,2285861.974425269,1.2858619744252686,-0.14271275123632376,9.010140742756464,0.6949152542372882,0.014396792198173866,0.011584416121300567,20.491525423728813,19.0,0.5,anchor_return_gt_0.01,0.008,15,60,hold_to_max
p0.50_canchor_return_gt_0.01_dd0.008_s18_h45_loss_hold_to_max,56,2190824.2103583026,1.1908242103583024,-0.14721144940087472,8.089209196735391,0.7321428571428571,0.01434404897240243,0.013548896421009676,22.375,23.5,0.5,anchor_return_gt_0.01,0.008,18,45,hold_to_max
p0.50_canchor_return_gt_0.01_dd0.008_s18_h60_loss_hold_to_max,55,2315977.8177684676,1.3159778177684678,-0.14721144940087438,8.939371381263307,0.7454545454545455,0.015659483559248677,0.013875487703593092,24.036363636363635,24.0,0.5,anchor_return_gt_0.01,0.008,18,60,hold_to_max
p0.50_canchor_return_gt_0.01_dd0.010_s15_h45_loss_hold_to_max,59,2226203.7860893523,1.2262037860893522,-0.14271275123632376,8.592110904363635,0.6779661016949152,0.013919397102911788,0.012753502953217788,21.016949152542374,21.0,0.5,anchor_return_gt_0.01,0.01,15,45,hold_to_max
p0.50_canchor_return_gt_0.01_dd0.010_s15_h60_loss_hold_to_max,58,2296790.6786215557,1.2967906786215555,-0.14271275123632354,9.086719073015065,0.6896551724137931,0.014732457287237466,0.013205828508953372,22.448275862068964,21.0,0.5,anchor_return_gt_0.01,0.01,15,60,hold_to_max
p0.50_canchor_return_gt_0.01_dd0.010_s18_h45_loss_hold_to_max,55,2228188.1299987934,1.2281881299987933,-0.1472114494008745,8.343020430797399,0.7454545454545455,0.014918612911587373,0.013875487703593092,23.727272727272727,24.0,0.5,anchor_return_gt_0.01,0.01,18,45,hold_to_max
p0.50_canchor_return_gt_0.01_dd0.010_s18_h60_loss_hold_to_max,54,2363377.9462560765,1.3633779462560764,-0.1472114494008745,9.261358079176533,0.7592592592592593,0.016329670638113126,0.013980073897169942,25.462962962962962,24.0,0.5,anchor_return_gt_0.01,0.01,18,60,hold_to_max
p0.50_canchor_return_gt_0.01_dd0.012_s15_h45_loss_hold_to_max,58,2228012.316231331,1.228012316231331,-0.14271275123632376,8.604783423997034,0.6724137931034483,0.014180373118755541,0.012556713103863942,21.5,21.0,0.5,anchor_return_gt_0.01,0.012,15,45,hold_to_max
p0.50_canchor_return_gt_0.01_dd0.012_s15_h60_loss_hold_to_max,57,2315157.8160140943,1.3151578160140942,-0.14271275123632376,9.215419117218696,0.6842105263157895,0.015138163584408634,0.013842732634124721,23.105263157894736,21.0,0.5,anchor_return_gt_0.01,0.012,15,60,hold_to_max
p0.50_canchor_return_gt_0.01_dd0.012_s18_h45_loss_hold_to_max,54,2210917.00907522,1.2109170090752204,-0.1472114494008746,8.2256985717038,0.7222222222222222,0.015056177466039185,0.013859110168858907,24.037037037037038,24.0,0.5,anchor_return_gt_0.01,0.012,18,45,hold_to_max
p0.50_canchor_return_gt_0.01_dd0.012_s18_h60_loss_hold_to_max,53,2341991.1029602927,1.341991102960293,-0.14721144940087472,9.116078324219794,0.7358490566037735,0.016470984844608433,0.0139517349806631,26.09433962264151,24.0,0.5,anchor_return_gt_0.01,0.012,18,60,hold_to_max
